raceId,year,circuitId,driverId,constructorId,grid,positionOrder,statusId
138,2002,14,17,18,19,16,5
138,2002,14,13,15,14,17,4
138,2002,14,37,19,8,18,4
138,2002,14,66,7,13,19,22
138,2002,14,23,3,3,20,5
139,2002,19,22,6,2,1,1
139,2002,19,30,6,1,2,1
139,2002,19,14,1,3,3,1
139,2002,19,31,3,4,4,1
139,2002,19,15,4,8,5,1
139,2002,19,35,16,7,6,1
139,2002,19,21,17,9,7,11
139,2002,19,18,4,14,8,11
139,2002,19,2,15,10,9,11
139,2002,19,56,19,13,10,11
139,2002,19,11,17,15,11,11
139,2002,19,44,16,12,12,11
139,2002,19,49,15,11,13,12
139,2002,19,63,7,19,14,12
139,2002,19,66,7,16,15,12
139,2002,19,23,3,5,16,12
139,2002,19,8,1,6,17,5
139,2002,19,62,18,20,18,5
139,2002,19,17,18,18,19,38
139,2002,19,37,19,17,20,7
140,2002,22,30,6,1,1,1
140,2002,22,22,6,2,2,1
140,2002,22,8,1,4,3,1
140,2002,22,31,3,6,4,1
140,2002,22,11,17,7,5,1
140,2002,22,18,4,10,6,11
140,2002,22,2,15,12,7,11
140,2002,22,63,7,13,8,11
140,2002,22,56,19,14,9,11
140,2002,22,17,18,19,10,12
140,2002,22,23,3,5,11,5
140,2002,22,37,19,17,12,7
140,2002,22,21,17,8,13,5
140,2002,22,15,4,11,14,26
140,2002,22,35,16,9,15,5
140,2002,22,62,18,20,16,20
140,2002,22,44,16,16,17,26
140,2002,22,14,1,3,18,37
140,2002,22,13,15,15,19,3
140,2002,22,66,7,18,20,73
141,2001,1,30,6,1,1,1
141,2001,1,14,1,6,2,1
141,2001,1,22,6,2,3,1
141,2001,1,2,15,10,4,1
141,2001,1,49,17,4,5,1
141,2001,1,8,15,13,6,1
141,2001,1,44,16,9,7,1
141,2001,1,54,19,21,8,11
141,2001,1,55,20,14,9,11
141,2001,1,50,21,15,10,11
141,2001,1,56,19,12,11,11
141,2001,1,4,18,19,12,12
141,2001,1,21,22,17,13,13
141,2001,1,18,22,16,14,10
141,2001,1,31,3,11,15,5
141,2001,1,15,17,7,16,5
141,2001,1,57,1,3,17,22
141,2001,1,23,3,5,18,4
141,2001,1,35,16,8,19,4
141,2001,1,58,18,22,20,84
141,2001,1,59,21,18,21,20
141,2001,1,60,20,20,22,23
142,2001,2,30,6,1,1,1
142,2001,2,22,6,2,2,1
142,2001,2,14,1,8,3,1
142,2001,2,49,17,9,4,1
142,2001,2,23,3,3,5,1
142,2001,2,57,1,4,6,1
142,2001,2,50,21,18,7,1
142,2001,2,15,17,5,8,11
142,2001,2,55,20,13,9,11
142,2001,2,54,19,15,10,11
142,2001,2,18,22,17,11,12
142,2001,2,60,20,19,12,12
142,2001,2,4,18,21,13,13
142,2001,2,58,18,20,14,14
142,2001,2,21,22,16,15,32
142,2001,2,35,16,7,16,20
142,2001,2,2,15,11,17,20
142,2001,2,59,21,22,18,20
142,2001,2,31,3,6,19,20
142,2001,2,56,19,12,20,47
142,2001,2,44,16,10,21,44
142,2001,2,8,15,14,22,30
143,2001,18,14,1,5,1,1
143,2001,18,30,6,1,2,1
143,2001,18,2,15,9,3,11
143,2001,18,44,16,11,4,11
143,2001,18,15,17,7,5,11
143,2001,18,21,22,18,6,11
143,2001,18,35,16,12,7,11
143,2001,18,55,20,15,8,11
143,2001,18,58,18,22,9,13
143,2001,18,18,22,20,10,17
143,2001,18,49,17,8,11,10
143,2001,18,8,15,10,12,20
143,2001,18,23,3,2,13,20
143,2001,18,60,20,21,14,8
143,2001,18,56,19,13,15,20
143,2001,18,31,3,4,16,4
143,2001,18,50,21,17,17,4
143,2001,18,54,19,14,18,5
143,2001,18,4,18,19,19,10
143,2001,18,59,21,16,20,9
143,2001,18,22,6,6,21,4
143,2001,18,57,1,3,22,85
144,2001,21,23,3,3,1,1
144,2001,21,14,1,1,2,1
144,2001,21,22,6,6,3,1
144,2001,21,57,1,2,4,1
144,2001,21,15,17,5,5,1
144,2001,21,49,17,9,6,11
144,2001,21,2,15,12,7,11
144,2001,21,44,16,8,8,11
144,2001,21,55,20,14,9,11
144,2001,21,59,21,16,10,12
144,2001,21,54,19,15,11,12
144,2001,21,18,22,21,12,12
144,2001,21,58,18,22,13,5
144,2001,21,31,3,7,14,8
144,2001,21,56,19,13,15,5
144,2001,21,21,22,19,16,5
144,2001,21,35,16,11,17,5
144,2001,21,60,20,20,18,5
144,2001,21,30,6,4,19,22
144,2001,21,8,15,10,20,38
144,2001,21,50,21,17,21,43
144,2001,21,4,18,18,22,23
145,2001,4,30,6,1,1,1
145,2001,4,31,3,12,2,1
145,2001,4,35,16,7,3,1
145,2001,4,15,17,6,4,1
145,2001,4,14,1,3,5,1
145,2001,4,2,15,10,6,1
145,2001,4,44,16,11,7,1
145,2001,4,8,15,9,8,1
145,2001,4,57,1,2,9,8
145,2001,4,55,20,15,10,11
145,2001,4,54,20,14,11,11
145,2001,4,50,21,17,12,12
145,2001,4,4,18,18,13,12
145,2001,4,21,22,19,14,12
145,2001,4,18,22,21,15,13
145,2001,4,58,18,22,16,13
145,2001,4,22,6,4,17,22
145,2001,4,56,19,13,18,5
145,2001,4,23,3,5,19,23
145,2001,4,59,21,16,20,32
145,2001,4,37,19,20,21,4
145,2001,4,49,17,8,22,4
146,2001,70,14,1,7,1,1
146,2001,70,30,6,1,2,1
146,2001,70,22,6,4,3,1
146,2001,70,8,15,9,4,1
146,2001,70,44,16,10,5,1
146,2001,70,50,21,16,6,11
146,2001,70,56,19,13,7,11
146,2001,70,35,16,12,8,11
146,2001,70,2,15,6,9,12
146,2001,70,55,20,20,10,12
146,2001,70,54,20,17,11,12
146,2001,70,18,22,21,12,5
146,2001,70,37,19,14,13,7
146,2001,70,31,3,2,14,9
146,2001,70,4,18,18,15,6
146,2001,70,58,18,22,16,6
146,2001,70,59,21,15,17,9
146,2001,70,15,17,5,18,2
146,2001,70,23,3,3,19,23
146,2001,70,21,22,19,20,5
146,2001,70,57,1,8,21,7
146,2001,70,49,17,11,22,6
147,2001,6,30,6,2,1,1
147,2001,6,22,6,4,2,1
147,2001,6,56,19,6,3,1
147,2001,6,35,16,9,4,1
147,2001,6,14,1,1,5,11
147,2001,6,55,20,11,6,11
147,2001,6,18,22,17,7,11
147,2001,6,50,21,19,8,11
147,2001,6,59,21,20,9,12
147,2001,6,8,15,15,10,15
147,2001,6,23,3,5,11,10
147,2001,6,58,18,22,12,7
147,2001,6,4,18,18,13,6
147,2001,6,49,17,13,14,3
147,2001,6,21,22,10,15,6
147,2001,6,15,17,8,16,9
147,2001,6,54,20,21,17,6
147,2001,6,37,19,14,18,9
147,2001,6,57,1,3,19,38
147,2001,6,44,16,12,20,38
147,2001,6,31,3,7,21,20
147,2001,6,2,15,16,22,4
148,2001,7,23,3,2,1,1
148,2001,7,30,6,1,2,1
148,2001,7,57,1,8,3,1
148,2001,7,8,15,7,4,1
148,2001,7,55,20,16,5,1
148,2001,7,37,19,14,6,11
148,2001,7,41,17,12,7,11
148,2001,7,54,20,19,8,11
148,2001,7,58,18,21,9,13
148,2001,7,50,21,13,10,23
148,2001,7,15,17,4,11,23
148,2001,7,14,1,3,12,5
148,2001,7,44,16,6,13,23
148,2001,7,35,16,9,14,86
148,2001,7,59,21,17,15,5
148,2001,7,31,3,10,16,3
148,2001,7,22,6,5,17,20
148,2001,7,18,22,20,18,44
148,2001,7,4,18,22,19,7
148,2001,7,2,15,11,20,4
148,2001,7,56,19,15,21,4
148,2001,7,21,22,18,22,4
149,2001,20,30,6,1,1,1
149,2001,20,31,3,3,2,1
149,2001,20,14,1,5,3,1
149,2001,20,23,3,2,4,1
149,2001,20,22,6,4,5,1
149,2001,20,57,1,6,6,1
149,2001,20,56,19,12,7,1
149,2001,20,37,19,16,8,11
149,2001,20,35,16,11,9,11
149,2001,20,8,15,9,10,11
149,2001,20,21,22,15,11,11
149,2001,20,54,20,17,12,12
149,2001,20,18,22,20,13,12
149,2001,20,4,18,21,14,12
149,2001,20,55,20,14,15,20
149,2001,20,50,21,19,16,5
149,2001,20,2,15,10,17,30
149,2001,20,49,17,8,18,20
149,2001,20,15,17,7,19,7
149,2001,20,59,21,18,20,6
149,2001,20,44,16,13,21,10
149,2001,20,58,18,22,22,10
150,2001,8,30,6,2,1,1
150,2001,8,23,3,1,2,1
150,2001,8,22,6,8,3,1
150,2001,8,14,1,3,4,1
150,2001,8,15,17,5,5,1
150,2001,8,2,15,9,6,11
150,2001,8,8,15,13,7,11
150,2001,8,49,17,7,8,11
150,2001,8,44,16,11,9,11
150,2001,8,54,20,15,10,11
150,2001,8,21,22,16,11,11
150,2001,8,55,20,19,12,12
150,2001,8,50,21,18,13,12
150,2001,8,37,19,14,14,12
150,2001,8,58,18,22,15,13
150,2001,8,18,22,17,16,32
150,2001,8,4,18,21,17,5
150,2001,8,56,19,12,18,5
150,2001,8,31,3,6,19,5
150,2001,8,59,21,20,20,5
150,2001,8,35,16,10,21,5
150,2001,8,57,1,4,22,6
151,2001,9,57,1,2,1,1
151,2001,9,30,6,1,2,1
151,2001,9,22,6,6,3,1
151,2001,9,31,3,8,4,1
151,2001,9,8,15,7,5,11
151,2001,9,2,15,9,6,11
151,2001,9,49,17,5,7,11
151,2001,9,35,16,12,8,11
151,2001,9,56,19,15,9,11
151,2001,9,50,21,17,10,12
151,2001,9,55,20,14,11,12
151,2001,9,37,19,13,12,12
151,2001,9,21,22,19,13,12
151,2001,9,59,21,20,14,12
151,2001,9,18,22,18,15,12
151,2001,9,4,18,21,16,13
151,2001,9,23,3,10,17,5
151,2001,9,54,20,16,18,5
151,2001,9,14,1,3,19,22
151,2001,9,15,17,4,20,4
151,2001,9,44,16,11,21,4
151,2001,9,58,18,0,22,77
152,2001,10,23,3,2,1,1
152,2001,10,22,6,6,2,1
152,2001,10,35,16,12,3,1
152,2001,10,21,22,17,4,1
152,2001,10,18,22,18,5,1
152,2001,10,55,20,14,6,1
152,2001,10,44,16,13,7,1
152,2001,10,59,21,19,8,11
152,2001,10,50,21,20,9,11
152,2001,10,4,18,21,10,11
152,2001,10,15,17,10,11,9
152,2001,10,14,1,5,12,5
152,2001,10,58,18,22,13,6
152,2001,10,31,3,1,14,5
152,2001,10,30,6,4,15,32
152,2001,10,54,20,16,16,20
152,2001,10,8,15,8,17,86
152,2001,10,56,19,11,18,32
152,2001,10,57,1,3,19,5
152,2001,10,41,17,15,20,4
152,2001,10,2,15,7,21,4
152,2001,10,37,19,9,22,4
153,2001,11,30,6,1,1,1
153,2001,11,22,6,3,2,1
153,2001,11,14,1,2,3,1
153,2001,11,23,3,4,4,1
153,2001,11,57,1,6,5,1
153,2001,11,2,15,7,6,11
153,2001,11,8,15,9,7,11
153,2001,11,31,3,8,8,11
153,2001,11,35,16,10,9,12
153,2001,11,55,17,12,10,12
153,2001,11,37,19,13,11,12
153,2001,11,50,21,21,12,13
153,2001,11,21,22,15,13,5
153,2001,11,49,20,16,14,20
153,2001,11,58,18,22,15,51
153,2001,11,44,16,11,16,10
153,2001,11,15,17,5,17,9
153,2001,11,4,18,18,18,23
153,2001,11,18,22,17,19,20
153,2001,11,59,21,20,20,20
153,2001,11,54,20,19,21,20
153,2001,11,56,19,14,22,20
154,2001,13,30,6,3,1,1
154,2001,13,14,1,9,2,1
154,2001,13,21,22,8,3,1
154,2001,13,57,1,7,4,1
154,2001,13,22,6,5,5,1
154,2001,13,55,17,13,6,1
154,2001,13,23,3,2,7,1
154,2001,13,35,16,6,8,1
154,2001,13,49,20,4,9,11
154,2001,13,50,21,19,10,11
154,2001,13,44,16,11,11,11
154,2001,13,59,21,21,12,11
154,2001,13,58,18,22,13,15
154,2001,13,15,17,16,14,5
154,2001,13,18,22,15,15,20
154,2001,13,31,3,1,16,5
154,2001,13,37,19,10,17,4
154,2001,13,2,15,14,18,4
154,2001,13,8,15,12,19,7
154,2001,13,56,19,17,20,4
154,2001,13,54,20,18,21,4
154,2001,13,4,18,20,22,6
155,2001,14,31,3,1,1,1
155,2001,14,22,6,2,2,1
155,2001,14,23,3,4,3,1
155,2001,14,30,6,3,4,1
155,2001,14,37,19,10,5,1
155,2001,14,35,16,15,6,1
155,2001,14,8,15,9,7,1
155,2001,14,55,17,16,8,11
155,2001,14,44,16,17,9,11
155,2001,14,21,22,14,10,11
155,2001,14,2,15,8,11,11
155,2001,14,61,20,20,12,11
155,2001,14,4,18,21,13,12
155,2001,14,59,21,18,14,87
155,2001,14,62,18,22,15,20
155,2001,14,49,20,12,16,6
155,2001,14,50,21,19,17,32
155,2001,14,57,1,7,18,6
155,2001,14,56,19,13,19,5
155,2001,14,14,1,6,20,5
155,2001,14,18,22,11,21,5
155,2001,14,15,17,5,22,4
156,2001,19,57,1,4,1,1
156,2001,19,30,6,1,2,1
156,2001,19,14,1,7,3,1
156,2001,19,15,17,8,4,1
156,2001,19,56,19,14,5,1
156,2001,19,2,15,6,6,1
156,2001,19,55,17,9,7,11
156,2001,19,21,22,12,8,11
156,2001,19,18,22,10,9,11
156,2001,19,49,20,15,10,11
156,2001,19,44,16,13,11,11
156,2001,19,37,19,16,12,11
156,2001,19,59,21,19,13,11
156,2001,19,61,20,21,14,11
156,2001,19,22,6,5,15,5
156,2001,19,35,16,18,16,22
156,2001,19,50,21,20,17,5
156,2001,19,31,3,3,18,9
156,2001,19,62,18,22,19,6
156,2001,19,23,3,2,20,20
156,2001,19,4,18,17,21,30
156,2001,19,8,15,11,22,30
157,2001,22,30,6,1,1,1
157,2001,22,31,3,2,2,1
157,2001,22,14,1,7,3,1
157,2001,22,57,1,5,4,1
157,2001,22,22,6,4,5,1
157,2001,22,23,3,3,6,1
157,2001,22,18,22,9,7,1
157,2001,22,15,17,8,8,11
157,2001,22,2,15,10,9,11
157,2001,22,35,16,14,10,11
157,2001,22,4,18,18,11,11
157,2001,22,49,20,15,12,11
157,2001,22,44,16,17,13,12
157,2001,22,59,21,20,14,12
157,2001,22,50,21,21,15,12
157,2001,22,62,18,22,16,13
157,2001,22,21,22,6,17,6
157,2001,22,37,19,16,18,44
157,2001,22,61,20,19,19,23
157,2001,22,56,19,13,20,71
157,2001,22,8,15,12,21,4
157,2001,22,55,17,11,22,4
158,2000,1,30,6,3,1,1
158,2000,1,22,6,4,2,1
158,2000,1,23,3,11,3,1
158,2000,1,35,16,8,4,1
158,2000,1,21,22,9,5,1
158,2000,1,41,16,16,6,1
158,2000,1,25,22,14,7,1
158,2000,1,48,18,18,8,11
158,2000,1,2,20,15,9,12
158,2000,1,63,15,10,10,2
158,2000,1,18,3,21,11,5
158,2000,1,64,15,19,12,7
158,2000,1,60,18,22,13,6
158,2000,1,49,17,5,14,9
158,2000,1,15,17,6,15,5
158,2000,1,55,20,17,16,9
158,2000,1,57,1,1,17,5
158,2000,1,50,21,13,18,22
158,2000,1,14,1,2,19,5
158,2000,1,37,21,12,20,22
158,2000,1,56,19,7,21,20
158,2000,1,65,19,20,22,8
159,2000,18,30,6,3,1,1
159,2000,18,21,22,5,2,1
159,2000,18,49,17,7,3,1
159,2000,18,15,17,12,4,1
159,2000,18,23,3,11,5,11
159,2000,18,18,3,9,6,11
159,2000,18,50,21,14,7,11
159,2000,18,37,21,16,8,11
159,2000,18,41,16,8,9,12
159,2000,18,60,18,20,10,12
159,2000,18,14,1,2,11,2
159,2000,18,65,19,17,12,6
159,2000,18,48,18,18,13,5
159,2000,18,57,1,1,14,51
159,2000,18,22,6,4,15,9
159,2000,18,56,19,6,16,20
159,2000,18,35,16,10,17,6
159,2000,18,55,20,15,18,10
159,2000,18,2,20,19,19,5
159,2000,18,25,22,13,20,5
159,2000,18,64,15,0,21,89
159,2000,18,63,15,0,22,89
160,2000,21,30,6,2,1,1
160,2000,21,57,1,1,2,1
160,2000,21,14,1,3,3,1
160,2000,21,22,6,4,4,1
160,2000,21,35,16,9,5,11
160,2000,21,63,15,12,6,11
160,2000,21,56,19,7,7,11
160,2000,21,64,15,10,8,11
160,2000,21,25,22,11,9,11
160,2000,21,65,19,17,10,11
160,2000,21,21,22,19,11,11
160,2000,21,41,16,14,12,11
160,2000,21,60,18,20,13,12
160,2000,21,50,21,16,14,13
160,2000,21,15,17,8,15,6
160,2000,21,37,21,13,16,20
160,2000,21,23,3,5,17,69
160,2000,21,55,20,15,18,9
160,2000,21,2,20,22,19,9
160,2000,21,18,3,18,20,5
160,2000,21,48,18,21,21,20
160,2000,21,49,17,6,22,6
161,2000,9,14,1,4,1,1
161,2000,9,57,1,3,2,1
161,2000,9,30,6,5,3,1
161,2000,9,23,3,7,4,1
161,2000,9,18,3,6,5,1
161,2000,9,15,17,11,6,1
161,2000,9,21,22,12,7,11
161,2000,9,63,15,18,8,11
161,2000,9,25,22,20,9,11
161,2000,9,55,20,15,10,11
161,2000,9,64,15,13,11,11
161,2000,9,65,19,14,12,11
161,2000,9,56,19,9,13,11
161,2000,9,48,18,21,14,11
161,2000,9,60,18,22,15,11
161,2000,9,35,16,10,16,14
161,2000,9,49,17,2,17,16
161,2000,9,2,20,17,18,5
161,2000,9,41,16,16,19,20
161,2000,9,22,6,1,20,9
161,2000,9,37,21,19,21,10
161,2000,9,50,21,8,22,10
162,2000,4,57,1,2,1,1
162,2000,4,14,1,4,2,1
162,2000,4,22,6,3,3,1
162,2000,4,23,3,5,4,1
162,2000,4,30,6,1,5,1
162,2000,4,49,17,8,6,1
162,2000,4,63,15,12,7,11
162,2000,4,41,16,16,8,11
162,2000,4,21,22,13,9,11
162,2000,4,25,22,18,10,11
162,2000,4,56,19,9,11,11
162,2000,4,15,17,7,12,11
162,2000,4,65,19,14,13,11
162,2000,4,48,18,20,14,12
162,2000,4,60,18,21,15,12
162,2000,4,2,20,19,16,13
162,2000,4,18,3,10,17,5
162,2000,4,50,21,11,18,6
162,2000,4,35,16,6,19,9
162,2000,4,55,20,17,20,4
162,2000,4,37,21,22,21,4
162,2000,4,64,15,15,22,20
163,2000,20,30,6,2,1,1
163,2000,20,57,1,3,2,1
163,2000,20,14,1,1,3,11
163,2000,20,22,6,4,4,11
163,2000,20,21,22,7,5,11
163,2000,20,37,21,12,6,11
163,2000,20,64,15,15,7,12
163,2000,20,60,18,21,8,12
163,2000,20,55,20,17,9,12
163,2000,20,18,3,11,10,10
163,2000,20,65,19,16,11,4
163,2000,20,25,22,14,12,4
163,2000,20,41,16,18,13,20
163,2000,20,48,18,20,14,37
163,2000,20,35,16,9,15,5
163,2000,20,56,19,8,16,4
163,2000,20,50,21,13,17,20
163,2000,20,23,3,5,18,4
163,2000,20,63,15,19,19,86
163,2000,20,49,17,10,20,5
163,2000,20,15,17,6,21,4
164,2000,6,14,1,3,1,1
164,2000,6,22,6,6,2,1
164,2000,6,21,22,8,3,1
164,2000,6,56,19,10,4,1
164,2000,6,63,15,13,5,1
164,2000,6,57,1,5,6,11
164,2000,6,35,16,17,7,11
164,2000,6,2,20,18,8,11
164,2000,6,65,19,11,9,12
164,2000,6,49,17,4,10,20
164,2000,6,50,21,15,11,20
164,2000,6,30,6,1,12,22
164,2000,6,41,16,20,13,20
164,2000,6,23,3,9,14,20
164,2000,6,15,17,2,15,6
164,2000,6,64,15,19,16,20
164,2000,6,55,20,7,17,7
164,2000,6,60,18,22,18,20
164,2000,6,48,18,21,19,6
164,2000,6,25,22,12,20,20
164,2000,6,18,3,14,21,5
164,2000,6,37,21,16,22,90
165,2000,7,30,6,1,1,1
165,2000,7,22,6,3,2,1
165,2000,7,21,22,10,3,1
165,2000,7,57,1,4,4,1
165,2000,7,50,21,13,5,1
165,2000,7,15,17,7,6,1
165,2000,7,14,1,2,7,1
165,2000,7,41,16,8,8,1
165,2000,7,25,22,14,9,1
165,2000,7,64,15,19,10,1
165,2000,7,18,3,18,11,11
165,2000,7,60,18,22,12,11
165,2000,7,56,19,16,13,13
165,2000,7,23,3,12,14,4
165,2000,7,35,16,6,15,4
165,2000,7,48,18,20,16,20
165,2000,7,37,21,9,17,4
165,2000,7,63,15,15,18,10
165,2000,7,55,20,17,19,10
165,2000,7,2,20,21,20,5
165,2000,7,49,17,5,21,23
165,2000,7,65,19,11,22,6
166,2000,8,14,1,2,1,1
166,2000,8,57,1,4,2,1
166,2000,8,22,6,3,3,1
166,2000,8,35,16,7,4,1
166,2000,8,23,3,5,5,1
166,2000,8,15,17,9,6,1
166,2000,8,49,17,8,7,11
166,2000,8,18,3,10,8,11
166,2000,8,21,22,14,9,11
166,2000,8,63,15,12,10,11
166,2000,8,64,15,15,11,11
166,2000,8,2,20,16,12,11
166,2000,8,56,19,6,13,12
166,2000,8,55,20,18,14,12
166,2000,8,48,18,21,15,12
166,2000,8,30,6,1,16,5
166,2000,8,37,21,13,17,7
166,2000,8,25,22,17,18,20
166,2000,8,60,18,22,19,20
166,2000,8,50,21,20,20,7
166,2000,8,65,19,11,21,6
166,2000,8,41,16,19,22,20
167,2000,70,57,1,1,1,1
167,2000,70,14,1,2,2,1
167,2000,70,22,6,3,3,1
167,2000,70,35,16,7,4,11
167,2000,70,18,3,18,5,11
167,2000,70,63,15,9,6,11
167,2000,70,65,19,16,7,11
167,2000,70,48,18,20,8,11
167,2000,70,64,15,11,9,11
167,2000,70,25,22,14,10,11
167,2000,70,54,19,21,11,12
167,2000,70,60,18,22,12,13
167,2000,70,41,16,6,13,5
167,2000,70,23,3,19,14,23
167,2000,70,2,20,13,15,4
167,2000,70,55,20,17,16,4
167,2000,70,37,21,12,17,6
167,2000,70,50,21,10,18,5
167,2000,70,49,17,15,19,44
167,2000,70,30,6,4,20,4
167,2000,70,15,17,5,21,4
167,2000,70,21,22,8,22,4
168,2000,10,22,6,18,1,1
168,2000,10,57,1,4,2,1
168,2000,10,14,1,1,3,1
168,2000,10,18,3,16,4,1
168,2000,10,63,15,15,5,1
168,2000,10,37,21,5,6,1
168,2000,10,23,3,14,7,1
168,2000,10,35,16,9,8,1
168,2000,10,15,17,6,9,1
168,2000,10,56,19,10,10,1
168,2000,10,60,18,21,11,1
168,2000,10,2,20,13,12,91
168,2000,10,49,17,17,13,6
168,2000,10,50,21,11,14,20
168,2000,10,41,16,12,15,20
168,2000,10,48,18,22,16,5
168,2000,10,25,22,7,17,10
168,2000,10,64,15,19,18,4
168,2000,10,55,20,20,19,4
168,2000,10,65,19,8,20,6
168,2000,10,30,6,2,21,4
168,2000,10,21,22,3,22,4
169,2000,11,57,1,3,1,1
169,2000,11,30,6,1,2,1
169,2000,11,14,1,2,3,1
169,2000,11,22,6,5,4,1
169,2000,11,23,3,4,5,1
169,2000,11,49,17,6,6,1
169,2000,11,15,17,12,7,11
169,2000,11,56,19,10,8,11
169,2000,11,18,3,8,9,11
169,2000,11,63,15,9,10,11
169,2000,11,25,22,11,11,11
169,2000,11,35,16,16,12,12
169,2000,11,50,21,20,13,12
169,2000,11,41,16,18,14,12
169,2000,11,48,18,21,15,13
169,2000,11,37,21,15,16,14
169,2000,11,60,18,22,17,5
169,2000,11,65,19,17,18,6
169,2000,11,64,15,13,19,7
169,2000,11,21,22,7,20,23
169,2000,11,2,20,19,21,10
169,2000,11,55,20,14,22,22
170,2000,13,57,1,1,1,1
170,2000,13,30,6,4,2,1
170,2000,13,23,3,6,3,1
170,2000,13,14,1,5,4,1
170,2000,13,18,3,3,5,1
170,2000,13,49,17,8,6,1
170,2000,13,35,16,7,7,1
170,2000,13,65,19,9,8,1
170,2000,13,63,15,18,9,1
170,2000,13,56,19,12,10,1
170,2000,13,64,15,15,11,1
170,2000,13,41,16,13,12,11
170,2000,13,25,22,19,13,11
170,2000,13,48,18,21,14,11
170,2000,13,50,21,20,15,11
170,2000,13,37,21,16,16,12
170,2000,13,60,18,22,17,12
170,2000,13,22,6,10,18,32
170,2000,13,55,20,17,19,32
170,2000,13,2,20,14,20,5
170,2000,13,21,22,11,21,10
170,2000,13,15,17,2,22,4
171,2000,14,30,6,1,1,1
171,2000,14,57,1,3,2,1
171,2000,14,23,3,7,3,1
171,2000,14,50,21,11,4,1
171,2000,14,25,22,13,5,1
171,2000,14,41,16,17,6,1
171,2000,14,63,15,15,7,11
171,2000,14,64,15,16,8,11
171,2000,14,48,18,21,9,11
171,2000,14,60,18,22,10,11
171,2000,14,21,22,9,11,11
171,2000,14,55,20,19,12,12
171,2000,14,2,20,20,13,20
171,2000,14,35,16,4,14,10
171,2000,14,18,3,12,15,20
171,2000,14,65,19,18,16,4
171,2000,14,22,6,2,17,4
171,2000,14,14,1,5,18,4
171,2000,14,15,17,6,19,4
171,2000,14,49,17,8,20,4
171,2000,14,37,21,10,21,4
171,2000,14,56,19,14,22,20
172,2000,19,30,6,1,1,1
172,2000,19,22,6,4,2,1
172,2000,19,49,17,7,3,1
172,2000,19,35,16,8,4,1
172,2000,19,14,1,2,5,1
172,2000,19,41,16,12,6,1
172,2000,19,56,19,17,7,1
172,2000,19,64,15,9,8,11
172,2000,19,2,20,16,9,11
172,2000,19,25,22,11,10,11
172,2000,19,65,19,19,11,11
172,2000,19,48,18,22,12,11
172,2000,19,55,20,20,13,5
172,2000,19,60,18,21,14,5
172,2000,19,23,3,10,15,5
172,2000,19,37,21,18,16,6
172,2000,19,21,22,15,17,5
172,2000,19,50,21,13,18,23
172,2000,19,57,1,3,19,5
172,2000,19,63,15,14,20,20
172,2000,19,18,3,6,21,5
172,2000,19,15,17,5,22,4
173,2000,22,30,6,1,1,1
173,2000,22,57,1,2,2,1
173,2000,22,14,1,3,3,1
173,2000,22,22,6,4,4,1
173,2000,22,18,3,5,5,1
173,2000,22,35,16,9,6,11
173,2000,22,65,19,10,7,11
173,2000,22,56,19,7,8,11
173,2000,22,41,16,18,9,11
173,2000,22,63,15,19,10,11
173,2000,22,64,15,20,11,11
173,2000,22,37,21,13,12,11
173,2000,22,15,17,15,13,11
173,2000,22,21,22,12,14,11
173,2000,22,60,18,22,15,12
173,2000,22,48,18,21,16,5
173,2000,22,23,3,6,17,20
173,2000,22,2,20,16,18,22
173,2000,22,25,22,11,19,20
173,2000,22,49,17,8,20,9
173,2000,22,55,20,17,21,5
173,2000,22,50,21,14,22,10
174,2000,2,30,6,1,1,1
174,2000,2,14,1,3,2,1
174,2000,2,22,6,4,3,1
174,2000,2,57,1,2,4,1
174,2000,2,35,16,6,5,1
174,2000,2,56,19,7,6,1
174,2000,2,25,22,5,7,1
174,2000,2,63,15,17,8,11
174,2000,2,21,22,13,9,11
174,2000,2,50,21,15,10,11
174,2000,2,55,20,18,11,11
174,2000,2,15,17,9,12,11
174,2000,2,60,18,22,13,5
174,2000,2,65,19,12,14,22
174,2000,2,41,16,11,15,5
174,2000,2,23,3,8,16,5
174,2000,2,48,18,21,17,36
174,2000,2,18,3,16,18,5
174,2000,2,49,17,10,19,10
174,2000,2,37,21,14,20,4
174,2000,2,2,20,19,21,4
174,2000,2,64,15,20,22,4
175,1999,1,56,6,6,1,1
175,1999,1,49,17,5,2,1
175,1999,1,23,3,8,3,1
175,1999,1,21,22,7,4,1
175,1999,1,22,24,4,5,1
175,1999,1,37,21,18,6,1
175,1999,1,68,21,17,7,1
175,1999,1,30,6,3,8,11
175,1999,1,41,16,19,9,6
175,1999,1,69,18,21,10,6
175,1999,1,25,22,10,11,22
175,1999,1,64,15,14,12,7
175,1999,1,48,18,22,13,4
175,1999,1,15,20,12,14,4
175,1999,1,44,20,20,15,36
175,1999,1,57,1,1,16,37
175,1999,1,70,3,15,17,20
175,1999,1,14,1,2,18,9
175,1999,1,35,16,11,19,65
175,1999,1,71,17,9,20,4
175,1999,1,55,15,16,21,6
175,1999,1,65,24,13,22,66
176,1999,18,57,1,1,1,1
176,1999,18,30,6,4,2,1
176,1999,18,49,17,8,3,60
176,1999,18,23,3,11,4,11
176,1999,18,56,6,6,5,11
176,1999,18,44,20,12,6,11
176,1999,18,25,22,9,7,12
