iter	MAE
242	4.370789309
243	4.370231563
244	4.369561891
245	4.368209614
246	4.367489509
247	4.366410427
248	4.364977019
249	4.364737219
250	4.364107672
251	4.363097745
252	4.362135641
253	4.361078038
254	4.360032718
255	4.359046364
256	4.357726152
257	4.357276097
258	4.356156577
259	4.355030012
260	4.353687621
261	4.352283469
262	4.351213337
263	4.349559645
264	4.348517384
265	4.347834152
266	4.347001971
267	4.345657881
268	4.344030432
269	4.343331634
270	4.342949203
271	4.341968554
272	4.340889269
273	4.339896499
274	4.339279809
275	4.338348631
276	4.337549031
277	4.336436807
278	4.334659272
279	4.334216434
280	4.333458396
281	4.332609716
282	4.331087297
283	4.329550264
284	4.328822284
285	4.326864996
286	4.325715372
287	4.32464777
288	4.323979079
289	4.322600295
290	4.321150446
291	4.320240074
292	4.31972684
293	4.318588002
294	4.317768552
295	4.317175324
296	4.316321705
297	4.315354999
298	4.314822919
299	4.31402723
300	4.313394865
301	4.312692555
302	4.31193994
303	4.311513892
304	4.310678268
305	4.310246898
306	4.309625523
307	4.308145967
308	4.307391974
309	4.306895593
310	4.306708464
311	4.30525181
312	4.304805172
313	4.303528076
314	4.301163618
315	4.300266191
316	4.299513388
317	4.298930592
318	4.298169755
319	4.298103851
320	4.295927472
321	4.295095169
322	4.294423786
323	4.29299934
324	4.291775722
325	4.290042736
326	4.289332001
327	4.288614796
328	4.28828234
329	4.286918924
330	4.285878212
331	4.285849268
332	4.285060336
333	4.284150591
334	4.283357242
335	4.282074457
336	4.281173048
337	4.280877554
338	4.279560332
339	4.278707346
340	4.278145205
341	4.277498817
342	4.276048065
343	4.275553332
344	4.274497078
345	4.273400542
346	4.272934135
347	4.272064618
348	4.27120622
349	4.269759554
350	4.269259229
351	4.268305635
352	4.267530409
353	4.266481774
354	4.265950601
355	4.26483385
356	4.26397131
357	4.262648983
358	4.261509067
359	4.261076063
360	4.260483964
361	4.25988379
362	4.25857085
363	4.257949985
364	4.257569122
365	4.257305285
366	4.256739857
367	4.256317775
368	4.255592086
369	4.254336925
370	4.253751484
371	4.25300148
372	4.25260607
373	4.251823263
374	4.250187424
375	4.249443292
376	4.248886344
377	4.248437198
378	4.247128062
379	4.245694441
380	4.244725663
381	4.244061789
382	4.243252152
383	4.242733927
384	4.242038504
385	4.240900293
386	4.240371379
387	4.240247175
388	4.239789661
389	4.238855737
390	4.238297622
391	4.237732746
392	4.237024916
393	4.23665727
394	4.236372147
395	4.235070153
396	4.23424733
397	4.233666477
398	4.232816939
399	4.231788668
400	4.231132422
401	4.229892295
402	4.2291184
403	4.228350548
404	4.227639707
405	4.226858711
406	4.225903709
407	4.225130745
408	4.224385435
409	4.223834024
410	4.222991698
411	4.222527293
412	4.222053326
413	4.221461805
414	4.220946608
415	4.220337213
416	4.219113158
417	4.218134675
418	4.217162823
419	4.21623013
420	4.215502569
421	4.214711833
422	4.21395232
423	4.213448997
424	4.212787774
425	4.211736631
426	4.21111813
427	4.210327865
428	4.210006387
429	4.209371052
430	4.208560401
431	4.207849697
432	4.206676322
433	4.206171459
434	4.205292445
435	4.204333467
436	4.202907649
437	4.20250479
438	4.201949428
439	4.201372465
440	4.200859816
441	4.200702505
442	4.199957353
443	4.199451899
444	4.198492837
445	4.197682006
446	4.197017683
447	4.196183808
448	4.195082693
449	4.194408101
450	4.194008069
451	4.193325975
452	4.191930606
453	4.191367395
454	4.190449574
455	4.189295526
456	4.188190914
457	4.187595753
458	4.18727088
459	4.185891559
460	4.185419557
461	4.184634573
462	4.183789535
463	4.183001635
464	4.182715343
465	4.181817217
466	4.180945408
467	4.180427951
468	4.179649079
469	4.179055188
470	4.178277547
471	4.177662597
472	4.176463184
473	4.176050145
474	4.175239462
475	4.174857663
476	4.174227081
477	4.173917287
478	4.173626527
479	4.173256646
480	4.172415799
481	4.171721648
482	4.171413797
483	4.171102284
484	4.169482861
485	4.168360627
486	4.167781619
487	4.167376253
488	4.166884088
489	4.16654409
490	4.166054323
491	4.165715419
492	4.165312987
493	4.164428607
494	4.16355308
495	4.163173253
496	4.162136754
497	4.161662101
498	4.160892439
499	4.160383038
500	4.15985462
501	4.158686925
502	4.158205142
503	4.157605174
504	4.157154684
505	4.156406017
506	4.155490898
507	4.154873693
508	4.15414845
509	4.153569975
510	4.153035903
511	4.152031871
512	4.151192247
513	4.150783071
514	4.150171345
515	4.149673529
516	4.149015438
517	4.147827969
518	4.147290966
519	4.146540068
520	4.145876422
521	4.145485777
522	4.144716448
523	4.144053967
524	4.143237718
525	4.141926691
526	4.141207588
527	4.139724963
528	4.13930976
529	4.138687974
530	4.138271073
531	4.137139123
532	4.13659064
533	4.135844901
534	4.135133191
535	4.134640823
536	4.134120504
537	4.13259982
538	4.131844867
539	4.131424854
540	4.130202761
541	4.12947365
542	4.129107176
543	4.128501049
544	4.128102695
545	4.12711773
546	4.126665772
547	4.125326899
548	4.124455296
549	4.123867564
550	4.122723686
551	4.121806701
552	4.121069012
553	4.120406409
554	4.119600644
555	4.11889867
556	4.118293248
557	4.117676018
558	4.117151895
559	4.116265815
560	4.115387192
561	4.114482477
562	4.113667863
563	4.112976707
564	4.11179558
565	4.111500451
566	4.110635772
567	4.11016945
568	4.109432509
569	4.108806656
570	4.107597744
571	4.107077194
572	4.106194644
573	4.105663671
574	4.104875848
575	4.104390541
576	4.103509593
577	4.102265931
578	4.101996909
579	4.100923992
580	4.099754549
581	4.098685269
582	4.097670773
583	4.096829284
584	4.095782527
585	4.09535817
586	4.094834027
587	4.09369682
588	4.092761633
589	4.09165146
590	4.091181022
591	4.090467713
592	4.089960204
593	4.089037711
594	4.088507095
595	4.087766094
596	4.086541915
597	4.085735598
598	4.084308868
599	4.083860706
600	4.082718584
601	4.081619323
602	4.081064184
603	4.080535883
604	4.079935145
605	4.078653382
606	4.077212196
607	4.076037457
608	4.074608819
609	4.07427202
610	4.07357167
611	4.072702873
612	4.072409887
613	4.071839939
614	4.070913884
615	4.070351429
616	4.069874784
617	4.068870253
618	4.068298673
619	4.067173333
620	4.066589377
621	4.065617027
622	4.065328676
623	4.064678043
624	4.063302088
625	4.062629822
626	4.062120795
627	4.061427813
628	4.060604818
629	4.060247077
630	4.059105435
631	4.058275376
632	4.057348855
633	4.056026407
634	4.055187224
635	4.054565126
636	4.054121797
637	4.052827069
638	4.052314166
639	4.05155406
640	4.051066832
641	4.049642103
642	4.048826225
643	4.047448905
644	4.046763937
645	4.04611161
646	4.045460422
647	4.044597909
648	4.044300024
649	4.043352319
650	4.042579103
651	4.042048158
652	4.041469936
653	4.041032362
654	4.040236338
655	4.039942071
656	4.039242028
657	4.038586298
658	4.038311594
659	4.038048176
660	4.037487613
661	4.036991736
662	4.035672235
663	4.035246299
664	4.034796288
665	4.034601491
666	4.034177118
667	4.033862695
668	4.033007082
669	4.031761316
670	4.031307961
671	4.030973586
672	4.030591478
673	4.030285893
674	4.029041748
675	4.028532542
676	4.027975293
677	4.027716047
678	4.027222932
679	4.027025819
680	4.026226735
681	4.025692117
682	4.024725607
683	4.024196253
684	4.02332467
685	4.023014413
686	4.022427775
687	4.022008998
688	4.021425509
689	4.021095375
690	4.020801636
691	4.020515306
692	4.020116187
693	4.019142502
694	4.018824789
695	4.018573748
696	4.018139029
697	4.017605321
698	4.017192216
699	4.016404337
700	4.0158531
701	4.015441933
702	4.014857626
703	4.014594642
704	4.014022497
705	4.013229824
706	4.012882255
707	4.012516977
708	4.012086915
709	4.011782933
710	4.011193712
711	4.010516227
712	4.010126615
713	4.009800655
714	4.009090444
715	4.008445227
716	4.007703644
717	4.007442476
718	4.006729846
719	4.006226806
720	4.005720184
721	4.004628058
722	4.003397881
723	4.002958972
724	4.001988301
725	4.001768776
726	4.001236718
727	4.000655749
728	3.999870946
729	3.99905222
730	3.998347749
731	3.997735434
732	3.996790375
733	3.995862416
734	3.995503461
735	3.994971136
736	3.994431296
737	3.993968667
738	3.993835184
739	3.993016142
740	3.992145091
741	3.991641151
742	3.990226073
743	3.989770569
744	3.988902603
745	3.98843422
746	3.987941596
747	3.987653843
748	3.987039756
749	3.986590303
750	3.985359473
751	3.984568825
752	3.983780553
753	3.983035484
754	3.982597349
755	3.981804895
756	3.981181162
757	3.980704136
758	3.980407736
759	3.979399365
760	3.978537515
761	3.978173443
762	3.97753118
763	3.976680278
764	3.976260359
765	3.975277964
766	3.974578698
767	3.973230209
768	3.972970889
769	3.97227005
770	3.971348965
771	3.970885065
772	3.970203467
773	3.969554866
774	3.968791361
775	3.967915554
776	3.967179996
777	3.967110885
778	3.966326732
779	3.965132628
780	3.964860573
781	3.964503144
782	3.964043795
783	3.963582771
784	3.962981951
785	3.962406404
786	3.96179537
787	3.961035764
788	3.960713353
789	3.959931957
790	3.959408219
791	3.959113046
792	3.958631545
793	3.957462808
794	3.957180449
795	3.956935273
796	3.956178818
797	3.955634546
798	3.955092521
799	3.954751301
800	3.953848882
801	3.953033029
802	3.952455779
803	3.951712779
804	3.951032102
805	3.950540172
806	3.949991783
807	3.949219711
808	3.947947304
809	3.947355758
810	3.946638945
811	3.94572191
812	3.944976671
813	3.944302286
814	3.94379927
815	3.942869967
816	3.942344389
817	3.94159551
818	3.940651535
819	3.940040362
820	3.939583129
821	3.939003516
822	3.938250281
823	3.937879047
824	3.937262918
825	3.936611891
826	3.936151794
827	3.935590278
828	3.935277919
829	3.934760111
830	3.933936229
831	3.933473186
832	3.932812026
833	3.932046851
834	3.931057391
835	3.930553196
836	3.929871414
837	3.929553071
838	3.929094527
839	3.928779111
840	3.928334288
841	3.92769711
842	3.926995541
843	3.925983846
844	3.925591469
845	3.924921224
846	3.924370754
847	3.923402512
848	3.922651602
849	3.922202937
850	3.921870193
851	3.920855978
852	3.920388946
853	3.919740486
854	3.91902816
855	3.918631969
856	3.91798013
857	3.917129135
858	3.916319968
859	3.915833514
860	3.915164107
861	3.914370454
862	3.913561987
863	3.91294172
864	3.912274024
865	3.911702688
866	3.91094038
867	3.910552713
868	3.910021609
869	3.909116056
870	3.908121492
871	3.90787952
872	3.907600066
873	3.907022451
874	3.906457531
875	3.906128617
876	3.90596126
877	3.905536528
878	3.904767494
879	3.903384371
880	3.903081548
881	3.902659522
882	3.902199866
883	3.90192788
884	3.901221805
885	3.900612124
886	3.900087699
887	3.899706856
888	3.899460063
889	3.899078234
890	3.898758305
891	3.898386
892	3.897181138
893	3.896599362
894	3.896116864
895	3.895477792
896	3.895040438
897	3.894456489
898	3.89368396
899	3.892917428
900	3.892343352
901	3.891841488
902	3.891002077
903	3.890434931
904	3.88973473
905	3.888994029
906	3.88828517
907	3.887510174
908	3.886662606
909	3.88607495
910	3.88543487
911	3.884978228
912	3.884430672
913	3.883251033
914	3.88230584
915	3.881979345
916	3.881599586
917	3.881352229
918	3.8810321
919	3.880109035
920	3.879574126
921	3.878722637
922	3.87825602
923	3.877529229
924	3.877137
925	3.876560794
926	3.876139829
927	3.875447353
928	3.874851368
929	3.874421977
930	3.873800007
931	3.872974269
932	3.87245009
933	3.872011237
934	3.871804705
935	3.871361296
936	3.870499902
937	3.869947726
938	3.86937114
939	3.868564592
940	3.867985366
941	3.867446568
942	3.866881529
943	3.866601462
944	3.865816439
945	3.86553893
946	3.864821568
947	3.864130914
948	3.863828335
949	3.86337565
950	3.86260223
951	3.862303172
952	3.861435854
953	3.860791771
954	3.860373332
955	3.859938302
956	3.859537357
957	3.859160421
958	3.858581289
959	3.857984327
960	3.857634303
961	3.857342361
962	3.857062727
963	3.856514481
964	3.856233953
965	3.855920046
966	3.85509088
967	3.854490181
968	3.854102934
969	3.853738122
970	3.853007216
971	3.852312624
972	3.852048122
973	3.851561615
974	3.850986183
975	3.850516875
976	3.849983921
977	3.849562986
978	3.848875281
979	3.848544632
980	3.848045822
981	3.847821836
982	3.847374565
983	3.847095705
984	3.846789301
985	3.846111664
986	3.845564769
987	3.844738098
988	3.844196401
989	3.843484355
990	3.842722204
991	3.842235987
992	3.841492404
993	3.841158305
994	3.840899374
995	3.840572615
996	3.8400014
997	3.839617222
998	3.839030019
999	3.838796111
1000	3.838266971
1001	3.837783187
1002	3.837269158
1003	3.83668918
1004	3.836039128
1005	3.835266396
1006	3.834817488
1007	3.834520011
1008	3.834149615
1009	3.833543546
1010	3.833262509
1011	3.832961474
1012	3.832556201
1013	3.831868411
1014	3.831370465
1015	3.830790598
1016	3.830427528
1017	3.830113769
1018	3.829394311
1019	3.828721317
1020	3.828233061
1021	3.827651151
1022	3.826344604
1023	3.825798859
1024	3.8251468
1025	3.824940875
1026	3.824444056
1027	3.824024412
1028	3.823259046
1029	3.822575742
1030	3.822079834
1031	3.821759191
1032	3.821244137
1033	3.820651513
1034	3.820112679
1035	3.819757949
1036	3.819457053
1037	3.818874419
1038	3.818401057
1039	3.818030172
1040	3.817683472
1041	3.817037378
1042	3.816495537
1043	3.816082845
1044	3.815673314
1045	3.815401666
1046	3.814623511
1047	3.814325133
1048	3.813933679
1049	3.813461697
1050	3.813066116
1051	3.812743638
1052	3.812320955
1053	3.812043859
1054	3.811726662
1055	3.811112425
1056	3.810604332
1057	3.809773122
1058	3.808945008
1059	3.808801669
1060	3.808274756
1061	3.807658821
1062	3.807231093
1063	3.806503811
1064	3.806068663
1065	3.805243481
1066	3.804984912
1067	3.804584521
1068	3.803902734
1069	3.80362337
1070	3.803119103
1071	3.802819439
1072	3.802442226
1073	3.802247706
1074	3.801873819
1075	3.801542127
1076	3.801254741
1077	3.800844213
1078	3.800245787
1079	3.799468396
1080	3.798995865
1081	3.798461109
1082	3.798015051
1083	3.797723575
1084	3.797550545
1085	3.796943022
1086	3.796744501
1087	3.796043375
1088	3.795569531
1089	3.79492923
1090	3.794751565
1091	3.794384781
1092	3.79415147
1093	3.793574676
1094	3.79323872
1095	3.792960725
1096	3.792454565
1097	3.792023251
1098	3.791430777
1099	3.790926119
1100	3.790625628
1101	3.790251309
1102	3.790212173
1103	3.789264999
1104	3.789004483
1105	3.788488905
1106	3.788103369
1107	3.787522159
1108	3.787233633
1109	3.786682301
1110	3.786059539
1111	3.785590598
1112	3.785203228
1113	3.784777216
1114	3.784248634
1115	3.783909224
1116	3.783322064
1117	3.782929495
1118	3.782501714
1119	3.781911288
1120	3.781074228
1121	3.78055374
1122	3.779898546
1123	3.779442378
1124	3.778972336
1125	3.778336837
1126	3.777741155
1127	3.777276199
1128	3.77672105
1129	3.776019718
1130	3.77582475
1131	3.775501581
1132	3.774977777
1133	3.774465357
1134	3.774045042
1135	3.773260438
1136	3.77292986
1137	3.771291224
1138	3.771094391
1139	3.770802588
1140	3.770352633
1141	3.769612978
1142	3.769447119
1143	3.768897355
1144	3.768246407
1145	3.767951939
1146	3.767697908
1147	3.767189069
1148	3.766865818
1149	3.766459073
1150	3.7658499
1151	3.765320989
1152	3.764988302
1153	3.764513961
1154	3.763936074
1155	3.763280115
1156	3.763094213
1157	3.762583872
1158	3.762300024
1159	3.761775993
1160	3.76131586
1161	3.760948146
1162	3.760304765
1163	3.759684744
1164	3.759297476
1165	3.758904094
1166	3.758225656
1167	3.757836617
1168	3.757562476
1169	3.757126033
1170	3.756746585
1171	3.756508839
1172	3.756277188
1173	3.756126181
1174	3.755664986
1175	3.755218057
1176	3.754723591
1177	3.754443568
1178	3.754083039
1179	3.753878076
1180	3.75341509
1181	3.75306924
1182	3.752669142
1183	3.752454808
1184	3.751659401
1185	3.751452781
1186	3.750896295
1187	3.750370183
1188	3.750231359
1189	3.749786309
1190	3.749288583
1191	3.748573151
1192	3.748146456
1193	3.747784001
1194	3.747299672
1195	3.746873673
1196	3.746562635
1197	3.74633133
1198	3.745885521
1199	3.745624888
1200	3.745453783
1201	3.744825505
1202	3.744135072
1203	3.743695065
1204	3.743195301
1205	3.74264256
1206	3.742403582
1207	3.741976396
1208	3.741647261
1209	3.74100715
1210	3.740721362
1211	3.740515399
1212	3.740052394
1213	3.739910221
1214	3.739723654
1215	3.739076063
1216	3.738141007
1217	3.737533614
1218	3.737253166
1219	3.73689467
1220	3.736498976
1221	3.736373441
1222	3.736060096
1223	3.734603548
1224	3.734542013
1225	3.733946369
1226	3.73349913
1227	3.733181551
1228	3.732838066
1229	3.732630412
1230	3.732148938
1231	3.731800746
1232	3.731427582
1233	3.730834189
1234	3.730282728
1235	3.729804678
1236	3.729402819
1237	3.72902201
1238	3.726960351
1239	3.726776036
1240	3.726208887
1241	3.723841197
1242	3.723235618
1243	3.722903356
1244	3.722445355
1245	3.722266036
1246	3.722093163
1247	3.72170058
1248	3.721340036
1249	3.721088461
1250	3.720603095
1251	3.720113602
1252	3.719860874
1253	3.719419895
1254	3.719224362
1255	3.718459799
1256	3.718237455
1257	3.717556115
1258	3.717248208
1259	3.716467248
1260	3.716079704
1261	3.715291535
1262	3.714733113
1263	3.714208787
1264	3.713683269
1265	3.713320933
1266	3.712849291
1267	3.712447597
1268	3.712098362
1269	3.711805498
1270	3.711372297
1271	3.710974646
1272	3.710698005
1273	3.710501902
1274	3.709972516
1275	3.709619923
1276	3.709340513
1277	3.709205238
1278	3.708892807
1279	3.708603977
1280	3.708018327
1281	3.707748405
1282	3.707076464
1283	3.706690079
1284	3.706447134
1285	3.705867603
1286	3.705211818
1287	3.704455907
1288	3.703774686
1289	3.703300914
1290	3.703033746
1291	3.702389975
1292	3.702077389
1293	3.701474919
1294	3.701220309
1295	3.70078208
1296	3.700369452
1297	3.700045694
1298	3.699880933
1299	3.699694241
1300	3.698981239
1301	3.698695156
1302	3.698432975
1303	3.698266216
1304	3.697967375
1305	3.697231916
1306	3.697061205
1307	3.696698497
1308	3.696568332
1309	3.696178889
1310	3.695615054
1311	3.695101533
1312	3.694542385
1313	3.694336781
1314	3.69412278
1315	3.693929853
1316	3.693539832
1317	3.692990286
1318	3.692773917
1319	3.692414039
1320	3.692027613
1321	3.691916814
1322	3.691564773
1323	3.69115625
1324	3.690794176
1325	3.690601357
1326	3.69010077
1327	3.689504562
1328	3.688907279
1329	3.688400347
1330	3.68820579
1331	3.687469686
1332	3.687078353
1333	3.686722582
1334	3.686033302
1335	3.685919282
1336	3.68522601
1337	3.684961278
1338	3.684509009
1339	3.684268291
1340	3.683900218
1341	3.683707433
1342	3.683348442
1343	3.682884963
1344	3.682517785
1345	3.682191652
1346	3.681932101
1347	3.681103945
1348	3.680760699
1349	3.680452857
1350	3.680009391
1351	3.679487392
1352	3.679104577
1353	3.67865647
1354	3.678043322
1355	3.677708381
1356	3.677476575
1357	3.677139849
1358	3.67664273
1359	3.676376979
1360	3.676197834
1361	3.675537657
1362	3.67479854
1363	3.671552397
1364	3.671066098
1365	3.670811229
1366	3.670447622
1367	3.670098154
1368	3.669735068
1369	3.669327777
1370	3.668967066
1371	3.668478356
1372	3.667765289
1373	3.667620519
1374	3.667356621
1375	3.666599079
1376	3.665917189
1377	3.665407622
1378	3.66510886
1379	3.664455863
1380	3.663984907
1381	3.663735759
1382	3.663331528
1383	3.663081936
1384	3.66266099
1385	3.662131591
1386	3.661938954
1387	3.661629601
1388	3.661268915
1389	3.660665009
1390	3.660327026
1391	3.660157417
1392	3.659809905
1393	3.659591582
1394	3.659252847
1395	3.65880018
1396	3.658564094
1397	3.657753326
1398	3.657476115
1399	3.657326478
1400	3.65713075
1401	3.656527909
1402	3.656197583
1403	3.655627382
1404	3.655232059
1405	3.655072188
1406	3.65478807
1407	3.654477082
1408	3.654083068
1409	3.653836064
1410	3.653632091
1411	3.653333533
1412	3.652924987
1413	3.652741706
1414	3.652474723
1415	3.652002972
1416	3.651718028
1417	3.651388689
1418	3.651087469
1419	3.650630424
1420	3.650210754
1421	3.649932488
1422	3.649639677
1423	3.649290299
1424	3.648657168
1425	3.6483022
1426	3.64807151
1427	3.647844193
1428	3.647651526
1429	3.647050333
1430	3.646836622
1431	3.64659811
1432	3.646023441
1433	3.64579866
1434	3.645358503
1435	3.645060907
1436	3.643513158
1437	3.643249966
1438	3.642942611
1439	3.642581669
1440	3.642132374
1441	3.641675753
1442	3.641504473
1443	3.641056573
1444	3.6402154
1445	3.639644465
1446	3.639349978
1447	3.638809063
1448	3.638160032
1449	3.637611285
1450	3.637477087
1451	3.63721731
1452	3.636746825
1453	3.636511191
1454	3.636180346
1455	3.635739471
1456	3.635338318
1457	3.635057439
1458	3.634634513
1459	3.634435607
1460	3.633247522
1461	3.632875833
1462	3.632332548
1463	3.63206072
1464	3.629175555
1465	3.628932019
1466	3.628354304
1467	3.627873981
1468	3.627099499
1469	3.626778297
1470	3.626394386
1471	3.625858344
1472	3.625672859
1473	3.625468974
1474	3.625195451
1475	3.624725214
1476	3.624261555
1477	3.624063288
1478	3.623800318
1479	3.623364469
1480	3.623167206
1481	3.62272936
1482	3.622277445
1483	3.622069771
1484	3.621919955
1485	3.621682799
1486	3.621300667
1487	3.620856443
1488	3.620588129
1489	3.620440213
1490	3.620253628
1491	3.619837722
1492	3.619447981
1493	3.619187568
1494	3.618996128
1495	3.618476334
1496	3.618070094
1497	3.617743375
1498	3.617622522
1499	3.617299869
1500	3.616949885
1501	3.61653352
1502	3.616121851
1503	3.615791556
1504	3.615518401
1505	3.615270751
1506	3.614812635
1507	3.614577148
1508	3.614413435
1509	3.613881284
1510	3.613729453
1511	3.613422187
1512	3.61304189
1513	3.612709996
1514	3.61242633
1515	3.612076054
1516	3.611854694
1517	3.611622915
1518	3.61128516
1519	3.610906071
1520	3.610665801
1521	3.609943405
1522	3.60936899
1523	3.608838957
1524	3.608514716
1525	3.607896563
1526	3.607585199
1527	3.60694312
1528	3.606715507
1529	3.606451802
1530	3.60601537
1531	3.605599047
1532	3.605245009
1533	3.605009614
1534	3.604810664
1535	3.604549391
1536	3.604001473
1537	3.603531709
1538	3.602742705
1539	3.602275444
1540	3.601985075
1541	3.601592293
1542	3.600915999
1543	3.600386524
1544	3.599783154
1545	3.599391496
1546	3.598794541
1547	3.598556239
1548	3.598086903
1549	3.597421787
1550	3.59673479
1551	3.596290272
1552	3.595839162
1553	3.595470083
1554	3.595369684
1555	3.595194339
1556	3.594855515
1557	3.594451221
1558	3.594231398
1559	3.593623447
1560	3.593262014
1561	3.593049734
1562	3.592641402
1563	3.592146046
1564	3.591914409
1565	3.59166478
1566	3.591106566
1567	3.590831645
1568	3.590473103
1569	3.590014451
1570	3.589804856
1571	3.589314123
1572	3.589056287
1573	3.588917668
1574	3.588619854
1575	3.58814924
1576	3.58789546
1577	3.587628817
1578	3.587219278
1579	3.586887739
1580	3.586623151
1581	3.586440555
1582	3.586092943
1583	3.585836215
1584	3.585440177
1585	3.584922819
1586	3.584610087
1587	3.584341224
1588	3.584206139
1589	3.583751475
1590	3.583456511
1591	3.583239404
1592	3.583060489
1593	3.581331807
1594	3.580659255
1595	3.579892305
1596	3.579634285
1597	3.579134833
1598	3.578641398
1599	3.578299473
1600	3.577782
1601	3.577470403
1602	3.576921274
1603	3.57664218
1604	3.576467218
1605	3.575686768
1606	3.575405187
1607	3.574662229
1608	3.574373057
1609	3.574089595
1610	3.573692005
1611	3.573432277
1612	3.572998389
1613	3.572763215
1614	3.572539317
1615	3.572345818
1616	3.571971884
1617	3.571685399
1618	3.571265216
1619	3.571018988
1620	3.570803802
1621	3.570654268
1622	3.570329166
1623	3.569861297
1624	3.569432181
1625	3.568901235
1626	3.568587805
1627	3.567861199
1628	3.567610278
1629	3.567057311
1630	3.56663319
1631	3.566267663
1632	3.566113747
1633	3.565773006
1634	3.565285212
1635	3.56502896
1636	3.564635716
1637	3.56430046
1638	3.563970037
1639	3.563103292
1640	3.562986285
1641	3.562209745
1642	3.561640139
1643	3.561289049
1644	3.561112401
1645	3.561065905
1646	3.560776052
1647	3.560665028
1648	3.560562528
1649	3.559953953
1650	3.559390297
1651	3.55924548
1652	3.558923556
1653	3.55866392
1654	3.558432924
1655	3.558183199
1656	3.557872336
1657	3.557583462
1658	3.557444645
1659	3.557113305
1660	3.556635555
1661	3.556210372
1662	3.555966313
1663	3.555589605
1664	3.555147567
