iter	MAE
1665	3.554810298
1666	3.554648636
1667	3.554419405
1668	3.554049409
1669	3.553428111
1670	3.553137839
1671	3.552448255
1672	3.55211458
1673	3.551840877
1674	3.551627592
1675	3.55108392
1676	3.550778511
1677	3.550647968
1678	3.550299207
1679	3.550123302
1680	3.549876997
1681	3.549536531
1682	3.549332674
1683	3.548636961
1684	3.548138174
1685	3.547700855
1686	3.547459803
1687	3.547020016
1688	3.546766863
1689	3.546606005
1690	3.546453614
1691	3.545752254
1692	3.54563609
1693	3.545395097
1694	3.545243382
1695	3.544559111
1696	3.544365575
1697	3.544056192
1698	3.543621468
1699	3.54351045
1700	3.542961726
1701	3.541684893
1702	3.541511383
1703	3.541042288
1704	3.540775815
1705	3.540396952
1706	3.540003455
1707	3.53946789
1708	3.53901893
1709	3.538600712
1710	3.538475773
1711	3.537969184
1712	3.537782381
1713	3.5374407
1714	3.536925833
1715	3.53658874
1716	3.53624717
1717	3.535718381
1718	3.535615327
1719	3.535149571
1720	3.534705575
1721	3.534417673
1722	3.534060088
1723	3.533667427
1724	3.533485845
1725	3.53322631
1726	3.532843684
1727	3.53270044
1728	3.532423433
1729	3.532059121
1730	3.531774963
1731	3.531225695
1732	3.530805871
1733	3.530673353
1734	3.530269924
1735	3.530199218
1736	3.529970068
1737	3.529681945
1738	3.529523713
1739	3.529014367
1740	3.528652294
1741	3.528250014
1742	3.527862372
1743	3.527749497
1744	3.527506749
1745	3.52717597
1746	3.526506746
1747	3.526215661
1748	3.525916109
1749	3.525460767
1750	3.524953095
1751	3.524669523
1752	3.524302033
1753	3.523615603
1754	3.523233859
1755	3.522941518
1756	3.522592355
1757	3.522292168
1758	3.52224297
1759	3.522103502
1760	3.521704915
1761	3.521530789
1762	3.521345176
1763	3.520919008
1764	3.520370084
1765	3.520189366
1766	3.519877521
1767	3.519428684
1768	3.519320595
1769	3.518962592
1770	3.518733291
1771	3.518458462
1772	3.517941252
1773	3.517652493
1774	3.517410768
1775	3.517122821
1776	3.51702256
1777	3.516688348
1778	3.516519927
1779	3.516117567
1780	3.515840222
1781	3.51565093
1782	3.515371556
1783	3.515231835
1784	3.515065275
1785	3.51462549
1786	3.51418629
1787	3.513873652
1788	3.513534118
1789	3.513157783
1790	3.512627419
1791	3.512323223
1792	3.511997015
1793	3.511756538
1794	3.511352199
1795	3.511109086
1796	3.510697958
1797	3.510350781
1798	3.510113761
1799	3.509741588
1800	3.509409076
1801	3.509068791
1802	3.508936045
1803	3.508470437
1804	3.508203048
1805	3.508062112
1806	3.507748495
1807	3.507569861
1808	3.507245596
1809	3.507114488
1810	3.50672951
1811	3.506405223
1812	3.506067079
1813	3.505864005
1814	3.505776326
1815	3.505469969
1816	3.505370501
1817	3.504922666
1818	3.504701689
1819	3.504368063
1820	3.504064366
1821	3.503735305
1822	3.503233421
1823	3.503014558
1824	3.502591373
1825	3.502258739
1826	3.502004534
1827	3.501541861
1828	3.501268921
1829	3.500739031
1830	3.500390048
1831	3.499923708
1832	3.499656597
1833	3.499482676
1834	3.49935408
1835	3.499149222
1836	3.498990397
1837	3.498666672
1838	3.498364941
1839	3.497790766
1840	3.49766229
1841	3.497286456
1842	3.496974211
1843	3.496827717
1844	3.496609078
1845	3.496370457
1846	3.496051675
1847	3.495705138
1848	3.495244837
1849	3.494947158
1850	3.494676521
1851	3.494480142
1852	3.494183523
1853	3.493593641
1854	3.493441006
1855	3.493093931
1856	3.492639466
1857	3.492213151
1858	3.491917807
1859	3.491669731
1860	3.491439851
1861	3.491199914
1862	3.490780288
1863	3.490609577
1864	3.490439207
1865	3.490246811
1866	3.490064523
1867	3.489601521
1868	3.489210002
1869	3.488567665
1870	3.488290535
1871	3.488039826
1872	3.487830808
1873	3.487622911
1874	3.487458288
1875	3.487169446
1876	3.487030146
1877	3.486526787
1878	3.486341946
1879	3.486046284
1880	3.485843914
1881	3.485301486
1882	3.485051898
1883	3.4849476
1884	3.48473993
1885	3.484519665
1886	3.484127934
1887	3.483678697
1888	3.482939059
1889	3.482688695
1890	3.48245781
1891	3.48218209
1892	3.481928055
1893	3.481621064
1894	3.481133533
1895	3.480874482
1896	3.480529035
1897	3.48027498
1898	3.480050778
1899	3.479841215
1900	3.479497875
1901	3.479178113
1902	3.478823533
1903	3.478442738
1904	3.478251932
1905	3.477746586
1906	3.477363688
1907	3.476926117
1908	3.476564628
1909	3.476282782
1910	3.475993099
1911	3.475858354
1912	3.475539821
1913	3.475325244
1914	3.474831269
1915	3.474500943
1916	3.474106824
1917	3.473880448
1918	3.473402161
1919	3.472862491
1920	3.472612813
1921	3.472127705
1922	3.471864765
1923	3.471267791
1924	3.470978597
1925	3.470699566
1926	3.470439138
1927	3.470196486
1928	3.469812461
1929	3.469566403
1930	3.469298215
1931	3.469144247
1932	3.468896678
1933	3.4685074
1934	3.467960118
1935	3.467649053
1936	3.467015049
1937	3.466711241
1938	3.466371593
1939	3.465536626
1940	3.465385073
1941	3.465135942
1942	3.464725832
1943	3.464488935
1944	3.463973125
1945	3.463903172
1946	3.463675514
1947	3.463332421
1948	3.463135785
1949	3.462738758
1950	3.462286805
1951	3.461883313
1952	3.461611781
1953	3.461323166
1954	3.461096614
1955	3.460853182
1956	3.460620044
1957	3.460314149
1958	3.459836625
1959	3.459665192
1960	3.459385056
1961	3.459071014
1962	3.458836345
1963	3.458679079
1964	3.458366805
1965	3.458272508
1966	3.457950975
1967	3.457677956
1968	3.457327067
1969	3.457081379
1970	3.456978525
1971	3.456758083
1972	3.456286546
1973	3.456129449
1974	3.455716019
1975	3.455374578
1976	3.455181337
1977	3.454960347
1978	3.454865907
1979	3.454312892
1980	3.453964062
1981	3.453785858
1982	3.453603766
1983	3.453201486
1984	3.453063391
1985	3.452548302
1986	3.452235098
1987	3.452054169
1988	3.451605048
1989	3.451434497
1990	3.451135235
1991	3.450833956
1992	3.450574333
1993	3.450304057
1994	3.44987111
1995	3.44959522
1996	3.449085864
1997	3.448880097
1998	3.448521071
1999	3.448129308
2000	3.44778575
2001	3.447322428
2002	3.447118363
2003	3.446913939
2004	3.446645493
2005	3.446253248
2006	3.445949428
2007	3.445701162
2008	3.445399318
2009	3.445218804
2010	3.445032927
2011	3.444672843
2012	3.444236644
2013	3.444108925
2014	3.443953799
2015	3.443620442
2016	3.443485774
2017	3.443171812
2018	3.442873232
2019	3.442627222
2020	3.442353747
2021	3.442124484
2022	3.441786494
2023	3.441686252
2024	3.441450806
2025	3.441228411
2026	3.441082398
2027	3.440835708
2028	3.440371833
2029	3.440211147
2030	3.439983725
2031	3.43985775
2032	3.439669578
2033	3.439431946
2034	3.439235728
2035	3.439027855
2036	3.438655635
2037	3.438424653
2038	3.438187773
2039	3.43770635
2040	3.437534562
2041	3.437326642
2042	3.437124087
2043	3.436812273
2044	3.436485897
2045	3.436209984
2046	3.435924945
2047	3.43561801
2048	3.435385793
2049	3.435178638
2050	3.434855715
2051	3.434618009
2052	3.434145228
2053	3.433938106
2054	3.433831156
2055	3.433480638
2056	3.433045465
2057	3.432486467
2058	3.432234815
2059	3.431820143
2060	3.43161466
2061	3.431113576
2062	3.430916769
2063	3.430802266
2064	3.430526161
2065	3.43013955
2066	3.429788259
2067	3.429587575
2068	3.42939971
2069	3.428468414
2070	3.428225767
2071	3.427684397
2072	3.427464912
2073	3.427204537
2074	3.426980851
2075	3.42669983
2076	3.426544485
2077	3.426184818
2078	3.425797359
2079	3.425452579
2080	3.424726997
2081	3.42461578
2082	3.424485414
2083	3.424152998
2084	3.423689957
2085	3.423587168
2086	3.423297593
2087	3.423109204
2088	3.422892795
2089	3.422702288
2090	3.422642429
2091	3.422252573
2092	3.421939127
2093	3.42167057
2094	3.421295582
2095	3.421051314
2096	3.42066775
2097	3.420498998
2098	3.420382881
2099	3.419909095
2100	3.419580648
2101	3.419285886
2102	3.41899987
2103	3.418850913
2104	3.41865186
2105	3.418449473
2106	3.418153138
2107	3.417994417
2108	3.417791395
2109	3.417496194
2110	3.417339706
2111	3.416967071
2112	3.416670911
2113	3.416563581
2114	3.416295996
2115	3.41597299
2116	3.415833267
2117	3.415599183
2118	3.415369814
2119	3.415048608
2120	3.414917163
2121	3.414375112
2122	3.414240345
2123	3.413862426
2124	3.41374807
2125	3.413623185
2126	3.413367508
2127	3.413151274
2128	3.413088389
2129	3.412856193
2130	3.41257671
2131	3.412205419
2132	3.411099512
2133	3.410894731
2134	3.41064147
2135	3.410419694
2136	3.41020019
2137	3.409944054
2138	3.409699771
2139	3.409574999
2140	3.409287086
2141	3.408951031
2142	3.408713979
2143	3.408481138
2144	3.407790092
2145	3.407649829
2146	3.407259225
2147	3.406720022
2148	3.406437292
2149	3.406015949
2150	3.405680624
2151	3.40532453
2152	3.405010559
2153	3.404843049
2154	3.404696714
2155	3.40460529
2156	3.404387683
2157	3.404172412
2158	3.404009978
2159	3.403766711
2160	3.403594657
2161	3.403338808
2162	3.40316744
2163	3.403020954
2164	3.402718623
2165	3.402115671
2166	3.401917546
2167	3.401621483
2168	3.401447651
2169	3.401209797
2170	3.400990804
2171	3.400846961
2172	3.400681084
2173	3.400592595
2174	3.40034482
2175	3.399986164
2176	3.399917349
2177	3.399712129
2178	3.399543281
2179	3.399472989
2180	3.399160709
2181	3.398809775
2182	3.398573533
2183	3.398306059
2184	3.398023699
2185	3.397828283
2186	3.397510426
2187	3.397357966
2188	3.396893995
2189	3.396646751
2190	3.396523561
2191	3.396193441
2192	3.395971932
2193	3.395674961
2194	3.395354584
2195	3.395091026
2196	3.394905005
2197	3.39451845
2198	3.394344615
2199	3.394066439
2200	3.393823228
2201	3.393538884
2202	3.393264113
2203	3.393115048
2204	3.392923053
2205	3.392706284
2206	3.392511672
2207	3.392365095
2208	3.392172444
2209	3.391888309
2210	3.391482897
2211	3.39114352
2212	3.39097607
2213	3.390600834
2214	3.390382231
2215	3.390247995
2216	3.38959999
2217	3.389363288
2218	3.386356019
2219	3.385971446
2220	3.38573817
2221	3.3855758
2222	3.385269271
2223	3.384900722
2224	3.384714554
2225	3.384391245
2226	3.384116879
2227	3.383874979
2228	3.383613611
2229	3.383460854
2230	3.382951577
2231	3.382501068
2232	3.382245662
2233	3.382118105
2234	3.381907579
2235	3.381745871
2236	3.381523088
2237	3.381242735
2238	3.381031863
2239	3.380908535
2240	3.380550339
2241	3.380346427
2242	3.380276271
2243	3.379978933
2244	3.378729362
2245	3.378422494
2246	3.378172143
2247	3.377892834
2248	3.377553158
2249	3.377325279
2250	3.377122812
2251	3.377018048
2252	3.376540464
2253	3.376248192
2254	3.376035802
2255	3.375814831
2256	3.375557014
2257	3.375164791
2258	3.374970907
2259	3.374811899
2260	3.374562702
2261	3.37436134
2262	3.374029153
2263	3.37369249
2264	3.373532476
2265	3.373510377
2266	3.373116203
2267	3.373008702
2268	3.372818328
2269	3.372587449
2270	3.371422635
2271	3.371214275
2272	3.370925024
2273	3.370771039
2274	3.370672214
2275	3.37034447
2276	3.370058922
2277	3.36969483
2278	3.369481541
2279	3.3693409
2280	3.369115257
2281	3.368892629
2282	3.368712514
2283	3.368514382
2284	3.368281349
2285	3.368081843
2286	3.367999067
2287	3.367841651
2288	3.36768417
2289	3.367384003
2290	3.367243347
2291	3.367203959
2292	3.367095376
2293	3.363693744
2294	3.363319091
2295	3.36313445
2296	3.362894674
2297	3.362777819
2298	3.362334722
2299	3.36219552
2300	3.361956212
2301	3.36175955
2302	3.361541332
2303	3.361351757
2304	3.361211967
2305	3.360938584
2306	3.360736084
2307	3.360408983
2308	3.36025033
2309	3.360007686
2310	3.359705153
2311	3.359341016
2312	3.359216689
2313	3.358982445
2314	3.358779032
2315	3.358602859
2316	3.358450566
2317	3.358236919
2318	3.358144087
2319	3.357992318
2320	3.357910114
2321	3.357678849
2322	3.357566064
2323	3.356939964
2324	3.356861254
2325	3.356580283
2326	3.356205983
2327	3.356110288
2328	3.355879332
2329	3.355602765
2330	3.355530414
2331	3.355456668
2332	3.355240137
2333	3.35516074
2334	3.355016685
2335	3.354758183
2336	3.354478693
2337	3.353815411
2338	3.353633858
2339	3.353313838
2340	3.353093984
2341	3.352816162
2342	3.352743688
2343	3.352629207
2344	3.352342083
2345	3.352039376
2346	3.351736504
2347	3.351350369
2348	3.351145084
2349	3.35107362
2350	3.350961397
2351	3.350851739
2352	3.350603437
2353	3.350483172
2354	3.350335545
2355	3.349954423
2356	3.349902361
2357	3.349690282
2358	3.349603797
2359	3.349428106
2360	3.34934424
2361	3.349019188
2362	3.348734587
2363	3.348507719
2364	3.34836689
2365	3.347950719
2366	3.347489309
2367	3.347324905
2368	3.347152745
2369	3.346884051
2370	3.346739396
2371	3.346572847
2372	3.346282774
2373	3.346077276
2374	3.345526131
2375	3.345320822
2376	3.345131601
2377	3.34494376
2378	3.344788058
2379	3.344603122
2380	3.344134953
2381	3.34396894
2382	3.343606202
2383	3.343349032
2384	3.343032366
2385	3.342664661
2386	3.34247597
2387	3.342273012
2388	3.341676737
2389	3.341633094
2390	3.341411619
2391	3.341287821
2392	3.341082975
2393	3.340818475
2394	3.340724093
2395	3.340353296
2396	3.340064736
2397	3.339722712
2398	3.339539901
2399	3.339305649
2400	3.338942098
2401	3.338614484
2402	3.338435789
2403	3.338272518
2404	3.338164194
2405	3.337872948
2406	3.337623185
2407	3.337327136
2408	3.337168698
2409	3.33697116
2410	3.336718818
2411	3.336376798
2412	3.335920625
2413	3.335698749
2414	3.335550481
2415	3.335288102
2416	3.334986644
2417	3.3348447
2418	3.334598457
2419	3.334458245
2420	3.334322615
2421	3.334031994
2422	3.333789773
2423	3.333539138
2424	3.333177693
2425	3.332875242
2426	3.332760273
2427	3.332552377
2428	3.332066225
2429	3.331849632
2430	3.33153962
2431	3.33117749
2432	3.330864647
2433	3.330741041
2434	3.330413394
2435	3.330165972
2436	3.32983609
2437	3.329638705
2438	3.329388919
2439	3.329197929
2440	3.32905179
2441	3.328758434
2442	3.328480509
2443	3.328288909
2444	3.328042318
2445	3.327802483
2446	3.327493684
2447	3.327124392
2448	3.327090792
2449	3.327021996
2450	3.326764777
2451	3.32657113
2452	3.326457877
2453	3.326220051
2454	3.325977899
2455	3.32565543
2456	3.325086346
2457	3.324822557
2458	3.324528365
2459	3.324360343
2460	3.324122162
2461	3.323880966
2462	3.323660289
2463	3.323510384
2464	3.323393689
2465	3.323064082
2466	3.322823548
2467	3.322700317
2468	3.322444518
2469	3.322262499
2470	3.321894215
2471	3.321703093
2472	3.321454592
2473	3.321250397
2474	3.321031522
2475	3.320591575
2476	3.320396934
2477	3.320137316
2478	3.319768225
2479	3.319629755
2480	3.319463636
2481	3.319207799
2482	3.319044581
2483	3.318736607
2484	3.318524637
2485	3.31818552
2486	3.318073833
2487	3.317720359
2488	3.317382282
2489	3.3169557
2490	3.316810827
2491	3.31667691
2492	3.316130152
2493	3.315955825
2494	3.315788485
2495	3.315654635
2496	3.315299036
2497	3.3151941
2498	3.313584751
2499	3.313411099
2500	3.313161846
2501	3.312935594
2502	3.312815655
2503	3.312735501
2504	3.312421993
2505	3.312247915
2506	3.312051665
2507	3.311912001
2508	3.311744147
2509	3.311621252
2510	3.311492204
2511	3.311201528
2512	3.310981755
2513	3.310831331
2514	3.310669904
2515	3.310292406
2516	3.310040665
2517	3.309793034
2518	3.30972624
2519	3.309632042
2520	3.309499343
2521	3.309429592
2522	3.309176015
2523	3.308823532
2524	3.308727988
2525	3.308564368
2526	3.308083003
2527	3.307979689
2528	3.307857268
2529	3.307649716
2530	3.307584005
2531	3.307353867
2532	3.307171346
2533	3.306865807
2534	3.306448888
2535	3.306239662
2536	3.305931558
2537	3.305583075
2538	3.305240741
2539	3.305215035
2540	3.305078148
2541	3.305026253
2542	3.304795036
2543	3.30460159
2544	3.304534896
2545	3.304382225
2546	3.304105266
2547	3.303983773
2548	3.303794667
2549	3.303624357
2550	3.303468782
2551	3.303214704
2552	3.302893572
2553	3.302644133
2554	3.302289102
2555	3.302223004
2556	3.302056414
2557	3.300935111
2558	3.300898196
2559	3.300753125
2560	3.300456621
2561	3.299921289
2562	3.299639134
2563	3.299463951
2564	3.29933916
2565	3.299188911
2566	3.298968135
2567	3.298862157
2568	3.298731754
2569	3.298508841
2570	3.298356047
2571	3.298060933
2572	3.297728107
2573	3.297584735
2574	3.297515189
2575	3.297420342
2576	3.29734026
2577	3.297187431
2578	3.296825759
2579	3.296729288
2580	3.296626029
2581	3.296445538
2582	3.296221759
2583	3.295811151
2584	3.295450659
2585	3.295236199
2586	3.294868988
2587	3.29467318
2588	3.294608565
2589	3.294372519
2590	3.293938843
2591	3.293656417
2592	3.29351706
2593	3.293425766
2594	3.293245545
2595	3.292782726
2596	3.292513922
2597	3.292342961
2598	3.292212914
2599	3.292111202
2600	3.291964422
2601	3.291891812
2602	3.291728517
2603	3.291513626
2604	3.291286127
2605	3.291206057
2606	3.29097967
2607	3.290738395
2608	3.29051983
2609	3.290459385
2610	3.290342301
2611	3.290106341
2612	3.289950799
2613	3.289672674
2614	3.289534957
2615	3.289293136
2616	3.289053914
2617	3.288907233
2618	3.28865451
2619	3.288510139
2620	3.288375523
2621	3.288167524
2622	3.287906095
2623	3.287714109
2624	3.287482718
2625	3.287307869
2626	3.286922323
2627	3.286744663
2628	3.286660563
2629	3.286415908
2630	3.28616377
2631	3.285985457
2632	3.285571287
2633	3.28543613
2634	3.285175127
2635	3.285035905
2636	3.284726912
2637	3.284425485
2638	3.284165986
2639	3.28403559
2640	3.283929962
2641	3.28375479
2642	3.283636333
2643	3.283495444
2644	3.283330531
2645	3.283156895
2646	3.283039784
2647	3.282863395
2648	3.282720514
2649	3.282626796
2650	3.282517114
2651	3.28214424
2652	3.281859337
2653	3.281551506
2654	3.281337427
2655	3.281145919
2656	3.280806505
2657	3.280441628
2658	3.280377789
2659	3.280019118
2660	3.279861884
2661	3.27971839
2662	3.279329886
2663	3.279222444
2664	3.278994001
2665	3.278869622
2666	3.278611248
2667	3.278380625
2668	3.278312908
2669	3.278114181
2670	3.277991871
2671	3.277856645
2672	3.277476241
2673	3.27738373
2674	3.277056253
2675	3.27681081
2676	3.276700108
2677	3.276350007
2678	3.276237294
2679	3.275832703
2680	3.275521736
2681	3.275190774
2682	3.274793862
2683	3.274677416
2684	3.274519802
2685	3.274287307
2686	3.274208761
2687	3.273995904
2688	3.273749743
2689	3.273244887
2690	3.273129353
2691	3.272973374
2692	3.272856108
2693	3.272765092
2694	3.272583144
2695	3.272468539
2696	3.272403112
2697	3.272260184
2698	3.272121187
2699	3.271902293
2700	3.271762613
2701	3.271589671
2702	3.271546704
2703	3.271461889
2704	3.271295183
2705	3.271234392
2706	3.27091748
2707	3.270764406
2708	3.270572149
2709	3.270110677
2710	3.269993176
2711	3.269642611
2712	3.269556411
2713	3.269326545
2714	3.269277274
2715	3.269078229
2716	3.268934682
2717	3.268691216
2718	3.268565413
2719	3.268523727
2720	3.268397559
2721	3.268255901
2722	3.26808002
2723	3.267853298
2724	3.267618871
2725	3.266082715
2726	3.265589994
2727	3.26552714
2728	3.265375653
2729	3.265066199
2730	3.264690089
2731	3.264600411
2732	3.264356641
2733	3.264196277
2734	3.264057871
2735	3.263891277
2736	3.263770568
2737	3.263604443
2738	3.263478231
2739	3.263461051
2740	3.263290521
2741	3.262914421
2742	3.26278299
2743	3.262710243
2744	3.262505455
2745	3.262180964
2746	3.262024547
2747	3.261863312
2748	3.261682568
2749	3.261542218
2750	3.261453393
2751	3.261315717
2752	3.261184412
2753	3.260901565
2754	3.260509655
2755	3.260307492
2756	3.260137241
2757	3.259888598
2758	3.259652969
2759	3.25935992
2760	3.259068556
2761	3.258835281
2762	3.258468576
2763	3.258348594
2764	3.258201257
2765	3.258086585
2766	3.257947222
2767	3.257499729
2768	3.257378742
2769	3.257238224
2770	3.25667904
2771	3.25656436
2772	3.256295395
2773	3.256183243
2774	3.256068265
2775	3.255839896
2776	3.255700835
2777	3.255517497
2778	3.255387061
2779	3.255218693
2780	3.255114057
2781	3.254913182
2782	3.254659875
2783	3.254432165
2784	3.254249573
2785	3.253939663
2786	3.25370174
2787	3.253580386
2788	3.253519559
2789	3.253356014
2790	3.253123313
2791	3.252892284
2792	3.252813242
2793	3.25263986
2794	3.252478728
2795	3.252381643
2796	3.252111176
2797	3.25193814
2798	3.251775362
2799	3.25155528
2800	3.251377507
2801	3.251066922
2802	3.250721595
2803	3.250551138
2804	3.250369842
2805	3.250115115
2806	3.249774147
2807	3.249612142
2808	3.249522862
2809	3.249368815
2810	3.24911214
2811	3.248909816
2812	3.248712308
2813	3.248528139
2814	3.248461137
2815	3.248293912
2816	3.248131304
2817	3.247868213
2818	3.247787299
2819	3.247420861
2820	3.24721846
2821	3.246940614
2822	3.246461095
2823	3.246189737
2824	3.245959605
2825	3.245824307
2826	3.245693222
2827	3.245481182
2828	3.2450249
2829	3.244996886
2830	3.244845672
2831	3.244542931
2832	3.244243662
2833	3.24395418
2834	3.243759454
2835	3.243453825
2836	3.243251061
2837	3.243182808
2838	3.242910144
2839	3.242763671
2840	3.242496219
2841	3.242387613
2842	3.24220002
2843	3.241982932
2844	3.241702644
2845	3.241636888
2846	3.241327963
2847	3.241075565
2848	3.240925435
2849	3.240593375
2850	3.240400733
2851	3.240245978
2852	3.240051558
2853	3.239922066
2854	3.239726535
2855	3.239476936
2856	3.239202183
2857	3.238980277
2858	3.238762163
2859	3.238596208
2860	3.238485049
2861	3.238310889
2862	3.238187819
2863	3.237794477
2864	3.237708294
2865	3.237486147
2866	3.237440791
2867	3.237157636
2868	3.236910263
2869	3.236660556
2870	3.23657493
2871	3.236332995
2872	3.236204578
2873	3.235938659
2874	3.235740388
2875	3.235266363
2876	3.234957023
2877	3.234901558
2878	3.23478826
2879	3.234632086
2880	3.234484261
2881	3.234302032
2882	3.234036276
2883	3.233953605
2884	3.233696284
2885	3.233577182
2886	3.233272394
2887	3.233100251
2888	3.232780611
2889	3.231904442
2890	3.231709637
2891	3.231628704
2892	3.231342836
2893	3.231112981
2894	3.230768194
2895	3.22872424
2896	3.228413498
2897	3.228280431
2898	3.228148746
2899	3.227977992
2900	3.227910441
2901	3.227674174
2902	3.227472598
2903	3.227314009
2904	3.227184587
2905	3.2269881
2906	3.226691582
2907	3.226371783
2908	3.226117647
2909	3.226017065
2910	3.225755801
2911	3.225516122
2912	3.225302471
2913	3.225079664
2914	3.224866204
2915	3.224597246
2916	3.224248337
2917	3.224116007
2918	3.223973044
2919	3.223715266
2920	3.223546804
2921	3.223172594
2922	3.222926137
2923	3.222777551
2924	3.22236868
2925	3.222183057
2926	3.221959479
2927	3.221769365
2928	3.22130726
2929	3.221166813
2930	3.220918247
2931	3.220632648
2932	3.220292045
2933	3.220087363
2934	3.219924949
2935	3.219776586
2936	3.219525872
2937	3.21938719
2938	3.219191037
2939	3.219117736
2940	3.219003323
2941	3.218884421
2942	3.218669864
2943	3.218428203
2944	3.218308929
2945	3.218251689
2946	3.217957161
2947	3.217811025
2948	3.217609613
2949	3.217313595
2950	3.217202554
2951	3.216786917
2952	3.216729889
2953	3.215916202
2954	3.215854738
2955	3.215681418
2956	3.215367912
2957	3.215174032
2958	3.215067479
2959	3.214970761
2960	3.214834462
2961	3.214583934
2962	3.214394095
2963	3.214175556
2964	3.213946408
2965	3.213873552
2966	3.213666143
2967	3.213525274
2968	3.213280934
2969	3.213140473
2970	3.212926196
2971	3.212827719
2972	3.212679402
2973	3.212488172
2974	3.212403397
2975	3.212360375
2976	3.212206955
2977	3.212135877
2978	3.211936598
2979	3.211735722
2980	3.211578124
2981	3.211505758
2982	3.211245752
2983	3.211069548
2984	3.210658359
2985	3.210445403
2986	3.210164485
2987	3.209699745
2988	3.209478279
2989	3.209231259
2990	3.209083414
2991	3.208960394
2992	3.208581311
2993	3.20836913
2994	3.208093087
2995	3.208034622
2996	3.207884044
2997	3.207770982
2998	3.207623385
2999	3.20758538
