raceId,year,circuitId,driverId,constructorId,grid,positionOrder
18,2008,1,1,1,1,1
18,2008,1,2,2,5,2
18,2008,1,3,3,7,3
18,2008,1,4,4,11,4
18,2008,1,5,1,3,5
18,2008,1,6,3,13,6
18,2008,1,7,5,17,7
18,2008,1,8,6,15,8
18,2008,1,9,2,2,9
18,2008,1,10,7,18,10
18,2008,1,11,8,19,11
18,2008,1,12,4,20,12
18,2008,1,13,6,4,13
18,2008,1,14,9,8,14
18,2008,1,15,7,6,15
18,2008,1,16,10,22,16
18,2008,1,17,9,14,17
18,2008,1,18,11,12,18
18,2008,1,19,8,21,19
18,2008,1,20,5,9,20
18,2008,1,21,10,16,21
18,2008,1,22,11,10,22
19,2008,2,8,6,2,1
19,2008,2,9,2,4,2
19,2008,2,5,1,8,3
19,2008,2,15,7,3,4
19,2008,2,1,1,9,5
19,2008,2,2,2,5,6
19,2008,2,17,9,6,7
19,2008,2,4,4,7,8
19,2008,2,14,9,12,9
19,2008,2,18,11,11,10
19,2008,2,12,4,13,11
19,2008,2,21,10,17,12
19,2008,2,22,11,14,13
19,2008,2,3,3,16,14
19,2008,2,19,8,21,15
19,2008,2,11,8,19,16
19,2008,2,6,3,22,17
19,2008,2,20,5,15,18
19,2008,2,13,6,1,19
19,2008,2,16,10,20,20
19,2008,2,10,7,10,21
19,2008,2,7,5,18,22
20,2008,3,13,6,2,1
20,2008,3,8,6,4,2
20,2008,3,9,2,1,3
20,2008,3,2,2,6,4
20,2008,3,5,1,5,5
20,2008,3,15,7,7,6
20,2008,3,17,9,11,7
20,2008,3,3,3,8,8
20,2008,3,10,7,13,9
20,2008,3,4,4,10,10
20,2008,3,22,11,12,11
20,2008,3,21,10,18,12
20,2008,3,1,1,3,13
20,2008,3,6,3,16,14
20,2008,3,7,5,15,15
20,2008,3,19,8,21,16
20,2008,3,11,8,22,17
20,2008,3,14,9,17,18
20,2008,3,16,10,20,19
20,2008,3,12,4,14,20
20,2008,3,18,11,9,21
20,2008,3,20,5,19,22
21,2008,4,8,6,1,1
21,2008,4,13,6,3,2
21,2008,4,1,1,5,3
21,2008,4,9,2,4,4
21,2008,4,17,9,7,5
21,2008,4,18,11,13,6
21,2008,4,6,3,12,7
21,2008,4,15,7,8,8
21,2008,4,2,2,9,9
21,2008,4,21,10,19,10
21,2008,4,10,7,14,11
21,2008,4,14,9,17,12
21,2008,4,11,8,22,13
21,2008,4,3,3,15,14
21,2008,4,4,4,2,15
21,2008,4,22,11,11,16
21,2008,4,5,1,6,17
21,2008,4,19,8,21,18
21,2008,4,7,5,16,19
21,2008,4,12,4,10,20
21,2008,4,16,10,20,21
21,2008,4,20,5,18,22
22,2008,5,13,6,1,1
22,2008,5,1,1,3,2
22,2008,5,8,6,4,3
22,2008,5,9,2,5,4
22,2008,5,2,2,9,5
22,2008,5,4,4,7,6
22,2008,5,17,9,6,7
22,2008,5,3,3,11,8
22,2008,5,14,9,10,9
22,2008,5,15,7,8,10
22,2008,5,18,11,13,11
22,2008,5,5,1,2,12
22,2008,5,10,7,15,13
22,2008,5,22,11,12,14
22,2008,5,12,4,17,15
22,2008,5,16,10,19,16
22,2008,5,20,5,14,17
22,2008,5,7,5,18,18
22,2008,5,6,3,16,19
22,2008,5,21,10,20,20
23,2008,6,1,1,3,1
23,2008,6,9,2,5,2
23,2008,6,13,6,1,3
23,2008,6,17,9,9,4
23,2008,6,20,5,19,5
23,2008,6,22,11,14,6
23,2008,6,6,3,13,7
23,2008,6,5,1,4,8
23,2008,6,8,6,2,9
23,2008,6,4,4,7,10
23,2008,6,18,11,11,11
23,2008,6,10,7,10,12
23,2008,6,15,7,8,13
23,2008,6,2,2,12,14
23,2008,6,16,10,18,15
23,2008,6,3,3,6,16
23,2008,6,12,4,17,17
23,2008,6,21,10,20,18
23,2008,6,14,9,15,19
23,2008,6,7,5,16,20
24,2008,7,9,2,2,1
24,2008,7,2,2,8,2
24,2008,7,14,9,13,3
24,2008,7,10,7,11,4
24,2008,7,13,6,6,5
24,2008,7,15,7,14,6
24,2008,7,22,11,9,7
24,2008,7,20,5,19,8
24,2008,7,5,1,7,9
24,2008,7,3,3,5,10
24,2008,7,18,11,20,11
24,2008,7,17,9,10,12
24,2008,7,7,5,18,13
24,2008,7,21,10,17,14
24,2008,7,6,3,12,15
24,2008,7,4,4,4,16
24,2008,7,12,4,15,17
24,2008,7,8,6,3,18
24,2008,7,1,1,1,19
24,2008,7,16,10,16,20
25,2008,8,13,6,2,1
25,2008,8,8,6,1,2
25,2008,8,15,7,4,3
25,2008,8,5,1,10,4
25,2008,8,9,2,5,5
25,2008,8,17,9,6,6
25,2008,8,12,4,9,7
25,2008,8,4,4,3,8
25,2008,8,14,9,7,9
25,2008,8,1,1,13,10
25,2008,8,10,7,8,11
25,2008,8,20,5,12,12
25,2008,8,2,2,11,13
25,2008,8,22,11,20,14
25,2008,8,6,3,15,15
25,2008,8,3,3,19,16
25,2008,8,7,5,14,17
25,2008,8,21,10,17,18
25,2008,8,16,10,18,19
25,2008,8,18,11,16,20
26,2008,9,1,1,4,1
26,2008,9,2,2,5,2
26,2008,9,22,11,16,3
26,2008,9,8,6,3,4
26,2008,9,5,1,1,5
26,2008,9,4,4,6,6
26,2008,9,15,7,14,7
26,2008,9,6,3,15,8
26,2008,9,3,3,20,9
26,2008,9,17,9,2,10
26,2008,9,7,5,13,11
26,2008,9,10,7,12,12
26,2008,9,13,6,9,13
26,2008,9,9,2,10,14
26,2008,9,18,11,17,15
26,2008,9,12,4,7,16
26,2008,9,21,10,19,17
26,2008,9,16,10,18,18
26,2008,9,20,5,8,19
26,2008,9,14,9,11,20
27,2008,10,1,1,1,1
27,2008,10,12,4,17,2
27,2008,10,13,6,2,3
27,2008,10,2,2,12,4
27,2008,10,5,1,3,5
27,2008,10,8,6,6,6
27,2008,10,9,2,7,7
27,2008,10,20,5,9,8
27,2008,10,15,7,4,9
27,2008,10,3,3,13,10
27,2008,10,4,4,5,11
27,2008,10,7,5,15,12
27,2008,10,14,9,10,13
27,2008,10,6,3,16,14
27,2008,10,16,10,19,15
27,2008,10,21,10,20,16
27,2008,10,18,11,14,17
27,2008,10,22,11,18,18
27,2008,10,17,9,8,19
27,2008,10,10,7,11,20
28,2008,11,5,1,2,1
28,2008,11,10,7,5,2
28,2008,11,8,6,6,3
28,2008,11,4,4,7,4
28,2008,11,1,1,1,5
28,2008,11,12,4,10,6
28,2008,11,15,7,9,7
28,2008,11,9,2,4,8
28,2008,11,17,9,8,9
28,2008,11,2,2,15,10
28,2008,11,14,9,13,11
28,2008,11,18,11,12,12
28,2008,11,6,3,16,13
28,2008,11,3,3,14,14
28,2008,11,21,10,18,15
28,2008,11,22,11,17,16
28,2008,11,13,6,3,17
28,2008,11,7,5,19,18
28,2008,11,16,10,20,19
28,2008,11,20,5,11,20
29,2008,12,13,6,1,1
29,2008,12,1,1,2,2
29,2008,12,9,2,3,3
29,2008,12,5,1,5,4
29,2008,12,15,7,7,5
29,2008,12,20,5,6,6
29,2008,12,10,7,13,7
29,2008,12,3,3,9,8
29,2008,12,2,2,8,9
29,2008,12,7,5,10,10
29,2008,12,12,4,15,11
29,2008,12,17,9,14,12
29,2008,12,18,11,16,13
29,2008,12,21,10,18,14
29,2008,12,6,3,11,15
29,2008,12,22,11,19,16
29,2008,12,14,9,17,17
29,2008,12,8,6,4,18
29,2008,12,16,10,20,19
29,2008,12,4,4,12,20
30,2008,13,13,6,2,1
30,2008,13,2,2,5,2
30,2008,13,1,1,1,3
30,2008,13,4,4,6,4
30,2008,13,20,5,10,5
30,2008,13,9,2,8,6
30,2008,13,7,5,9,7
30,2008,13,17,9,7,8
30,2008,13,10,7,13,9
30,2008,13,5,1,3,10
30,2008,13,14,9,14,11
30,2008,13,3,3,15,12
30,2008,13,16,10,18,13
30,2008,13,6,3,19,14
30,2008,13,18,11,17,15
30,2008,13,15,7,11,16
30,2008,13,21,10,20,17
30,2008,13,8,6,4,18
30,2008,13,22,11,16,19
30,2008,13,12,4,12,20
31,2008,14,20,5,1,1
31,2008,14,5,1,2,2
31,2008,14,9,2,11,3
31,2008,14,4,4,8,4
31,2008,14,2,2,10,5
31,2008,14,13,6,6,6
31,2008,14,1,1,15,7
31,2008,14,17,9,3,8
31,2008,14,8,6,14,9
31,2008,14,12,4,17,10
31,2008,14,10,7,9,11
31,2008,14,6,3,18,12
31,2008,14,15,7,7,13
31,2008,14,3,3,5,14
31,2008,14,18,11,19,15
31,2008,14,14,9,13,16
31,2008,14,22,11,16,17
31,2008,14,7,5,4,18
31,2008,14,16,10,20,19
31,2008,14,21,10,12,20
32,2008,15,4,4,15,1
32,2008,15,3,3,8,2
32,2008,15,1,1,2,3
32,2008,15,10,7,7,4
32,2008,15,20,5,6,5
32,2008,15,2,2,9,6
32,2008,15,14,9,14,7
32,2008,15,6,3,10,8
32,2008,15,18,11,12,9
32,2008,15,5,1,5,10
32,2008,15,9,2,4,11
32,2008,15,7,5,17,12
32,2008,15,13,6,1,13
32,2008,15,21,10,20,14
32,2008,15,8,6,3,15
32,2008,15,15,7,11,16
32,2008,15,16,10,19,17
32,2008,15,17,9,13,18
32,2008,15,22,11,18,19
32,2008,15,12,4,16,20
33,2008,16,4,4,4,1
33,2008,16,9,2,6,2
33,2008,16,8,6,2,3
33,2008,16,12,4,12,4
33,2008,16,15,7,7,5
33,2008,16,20,5,9,6
33,2008,16,13,6,5,7
33,2008,16,17,9,13,8
33,2008,16,2,2,16,9
33,2008,16,7,5,10,10
33,2008,16,3,3,15,11
33,2008,16,1,1,1,12
33,2008,16,22,11,17,13
33,2008,16,18,11,18,14
33,2008,16,6,3,14,15
33,2008,16,21,10,20,16
33,2008,16,5,1,3,17
33,2008,16,16,10,19,18
33,2008,16,10,7,8,19
33,2008,16,14,9,11,20
34,2008,17,1,1,1,1
34,2008,17,13,6,3,2
34,2008,17,8,6,2,3
34,2008,17,4,4,4,4
34,2008,17,2,2,9,5
34,2008,17,9,2,11,6
34,2008,17,10,7,12,7
34,2008,17,12,4,10,8
34,2008,17,20,5,6,9
34,2008,17,14,9,15,10
34,2008,17,22,11,13,11
34,2008,17,6,3,17,12
34,2008,17,7,5,8,13
34,2008,17,17,9,16,14
34,2008,17,3,3,14,15
34,2008,17,18,11,18,16
34,2008,17,21,10,20,17
34,2008,17,5,1,5,18
34,2008,17,16,10,19,19
34,2008,17,15,7,7,20
35,2008,18,13,6,1,1
35,2008,18,4,4,6,2
35,2008,18,8,6,3,3
35,2008,18,20,5,7,4
35,2008,18,1,1,4,5
35,2008,18,10,7,10,6
35,2008,18,5,1,5,7
35,2008,18,15,7,2,8
35,2008,18,17,9,12,9
35,2008,18,2,2,8,10
35,2008,18,9,2,13,11
35,2008,18,3,3,18,12
35,2008,18,18,11,17,13
35,2008,18,7,5,9,14
35,2008,18,22,11,15,15
35,2008,18,16,10,20,16
35,2008,18,6,3,16,17
35,2008,18,21,10,19,18
35,2008,18,12,4,11,19
35,2008,18,14,9,14,20
36,2007,1,8,6,1,1
36,2007,1,4,1,2,2
36,2007,1,1,1,4,3
36,2007,1,2,2,3,4
36,2007,1,21,4,6,5
36,2007,1,13,6,22,6
36,2007,1,3,3,12,7
36,2007,1,23,7,9,8
36,2007,1,15,7,8,9
36,2007,1,5,4,13,10
36,2007,1,22,11,16,11
36,2007,1,11,8,10,12
36,2007,1,17,9,7,13
36,2007,1,24,5,19,14
36,2007,1,18,11,14,15
36,2007,1,19,8,11,16
36,2007,1,16,12,20,17
36,2007,1,25,3,15,18
36,2007,1,14,9,18,19
36,2007,1,9,2,5,20
36,2007,1,26,5,17,21
36,2007,1,27,12,21,22
37,2007,2,4,1,2,1
37,2007,2,1,1,4,2
37,2007,2,8,6,3,3
37,2007,2,2,2,5,4
37,2007,2,13,6,1,5
37,2007,2,21,4,12,6
37,2007,2,15,7,8,7
37,2007,2,5,4,11,8
37,2007,2,25,3,19,9
37,2007,2,17,9,10,10
37,2007,2,22,11,22,11
37,2007,2,18,11,15,12
37,2007,2,11,8,14,13
37,2007,2,26,5,17,14
37,2007,2,23,7,9,15
37,2007,2,19,8,18,16
37,2007,2,24,5,16,17
37,2007,2,9,2,7,18
37,2007,2,3,3,6,19
37,2007,2,14,9,13,20
37,2007,2,27,12,20,21
37,2007,2,16,12,21,22
38,2007,3,13,6,1,1
38,2007,3,1,1,2,2
38,2007,3,8,6,3,3
38,2007,3,2,2,5,4
38,2007,3,4,1,4,5
38,2007,3,9,2,6,6
38,2007,3,15,7,9,7
38,2007,3,21,4,7,8
38,2007,3,5,4,12,9
38,2007,3,3,3,10,10
38,2007,3,25,3,11,11
38,2007,3,23,7,14,12
38,2007,3,22,11,15,13
38,2007,3,27,12,22,14
38,2007,3,16,12,20,15
38,2007,3,19,8,13,16
38,2007,3,17,9,8,17
38,2007,3,14,9,21,18
38,2007,3,11,8,17,19
38,2007,3,24,5,18,20
38,2007,3,18,11,16,21
38,2007,3,26,5,19,22
39,2007,4,13,6,1,1
39,2007,4,1,1,4,2
39,2007,4,4,1,2,3
39,2007,4,9,2,5,4
39,2007,4,14,9,9,5
39,2007,4,3,3,11,6
39,2007,4,5,4,8,7
39,2007,4,11,8,13,8
39,2007,4,21,4,10,9
39,2007,4,22,11,12,10
39,2007,4,19,8,15,11
39,2007,4,18,11,14,12
39,2007,4,16,12,20,13
39,2007,4,27,12,21,14
39,2007,4,2,2,7,15
39,2007,4,23,7,17,16
39,2007,4,24,5,16,17
39,2007,4,26,5,22,18
39,2007,4,8,6,3,19
39,2007,4,15,7,6,20
39,2007,4,17,9,19,21
39,2007,4,25,3,18,22
40,2007,6,4,1,1,1
40,2007,6,1,1,2,2
40,2007,6,13,6,3,3
40,2007,6,21,4,4,4
40,2007,6,9,2,8,5
40,2007,6,2,2,7,6
40,2007,6,25,3,11,7
40,2007,6,8,6,16,8
40,2007,6,26,5,18,9
40,2007,6,22,11,9,10
40,2007,6,18,11,10,11
40,2007,6,3,3,5,12
40,2007,6,5,4,15,13
40,2007,6,14,9,13,14
40,2007,6,15,7,14,15
40,2007,6,23,7,20,16
40,2007,6,11,8,21,17
40,2007,6,19,8,17,18
40,2007,6,27,12,22,19
40,2007,6,16,12,19,20
40,2007,6,17,9,6,21
40,2007,6,24,5,12,22
41,2007,7,1,1,1,1
41,2007,7,2,2,3,2
41,2007,7,25,3,19,3
41,2007,7,5,4,22,4
41,2007,7,8,6,4,5
41,2007,7,11,8,11,6
41,2007,7,4,1,2,7
41,2007,7,23,7,18,8
41,2007,7,17,9,6,9
41,2007,7,3,3,7,10
41,2007,7,19,8,17,11
41,2007,7,22,11,13,12
41,2007,7,15,7,10,13
41,2007,7,24,5,12,14
41,2007,7,27,12,21,15
41,2007,7,14,9,14,16
41,2007,7,9,2,8,17
41,2007,7,16,12,20,18
41,2007,7,26,5,16,19
41,2007,7,18,11,15,20
41,2007,7,13,6,5,21
41,2007,7,21,4,9,22
42,2007,19,1,1,1,1
42,2007,19,4,1,2,2
42,2007,19,13,6,3,3
42,2007,19,8,6,4,4
42,2007,19,5,4,6,5
42,2007,19,15,7,8,6
42,2007,19,17,9,9,7
42,2007,19,20,2,7,8
42,2007,19,21,4,10,9
42,2007,19,25,3,17,10
42,2007,19,19,8,16,11
42,2007,19,18,11,13,12
42,2007,19,26,5,20,13
42,2007,19,16,12,21,14
42,2007,19,27,12,22,15
42,2007,19,3,3,14,16
42,2007,19,24,5,19,17
42,2007,19,2,2,5,18
42,2007,19,11,8,18,19
42,2007,19,14,9,11,20
42,2007,19,22,11,15,21
42,2007,19,23,7,12,22
43,2007,8,8,6,3,1
43,2007,8,13,6,1,2
43,2007,8,1,1,2,3
43,2007,8,9,2,4,4
43,2007,8,2,2,7,5
43,2007,8,21,4,5,6
43,2007,8,4,1,10,7
43,2007,8,18,11,12,8
43,2007,8,3,3,9,9
43,2007,8,23,7,11,10
43,2007,8,22,11,13,11
43,2007,8,17,9,14,12
43,2007,8,14,9,16,13
43,2007,8,25,3,18,14
43,2007,8,5,4,6,15
43,2007,8,11,8,22,16
43,2007,8,16,12,21,17
43,2007,8,26,5,15,18
43,2007,8,27,12,20,19
43,2007,8,19,8,19,20
43,2007,8,15,7,8,21
43,2007,8,24,5,17,22
44,2007,9,8,6,2,1
44,2007,9,4,1,3,2
44,2007,9,1,1,1,3
44,2007,9,9,2,5,4
44,2007,9,13,6,4,5
44,2007,9,2,2,9,6
44,2007,9,5,4,7,7
44,2007,9,21,4,8,8
44,2007,9,22,11,14,9
44,2007,9,18,11,18,10
44,2007,9,14,9,12,11
44,2007,9,3,3,17,12
44,2007,9,25,3,13,13
44,2007,9,11,8,21,14
44,2007,9,27,12,22,15
44,2007,9,24,5,16,16
44,2007,9,15,7,10,17
44,2007,9,19,8,19,18
44,2007,9,26,5,15,19
44,2007,9,23,7,6,20
44,2007,9,16,12,20,21
44,2007,9,17,9,11,22
45,2007,20,4,1,2,1
45,2007,20,13,6,3,2
45,2007,20,17,9,6,3
45,2007,20,25,3,12,4
45,2007,20,14,9,20,5
45,2007,20,2,2,4,6
45,2007,20,9,2,5,7
45,2007,20,5,4,7,8
45,2007,20,1,1,10,9
45,2007,20,21,4,13,10
45,2007,20,22,11,14,11
45,2007,20,19,8,15,12
45,2007,20,15,7,8,13
45,2007,20,8,6,1,14
45,2007,20,11,8,16,15
45,2007,20,23,7,9,16
45,2007,20,28,12,22,17
45,2007,20,18,11,17,18
45,2007,20,16,12,21,19
45,2007,20,3,3,11,20
45,2007,20,26,5,18,21
45,2007,20,24,5,19,22
46,2007,11,1,1,1,1
46,2007,11,8,6,3,2
46,2007,11,2,2,2,3
46,2007,11,4,1,6,4
46,2007,11,9,2,7,5
46,2007,11,23,7,5,6
46,2007,11,3,3,4,7
46,2007,11,5,4,11,8
46,2007,11,17,9,9,9
46,2007,11,15,7,8,10
46,2007,11,14,9,10,11
46,2007,11,21,4,13,12
46,2007,11,13,6,14,13
46,2007,11,25,3,12,14
46,2007,11,11,8,19,15
46,2007,11,20,5,20,16
46,2007,11,16,12,21,17
46,2007,11,22,11,18,18
46,2007,11,24,5,16,19
46,2007,11,19,8,15,20
46,2007,11,18,11,17,21
46,2007,11,29,12,22,22
47,2007,5,13,6,1,1
47,2007,5,8,6,3,2
47,2007,5,4,1,4,3
47,2007,5,2,2,6,4
47,2007,5,1,1,2,5
47,2007,5,5,4,7,6
47,2007,5,3,3,8,7
47,2007,5,9,2,5,8
47,2007,5,21,4,10,9
47,2007,5,14,9,13,10
47,2007,5,25,3,14,11
47,2007,5,23,7,16,12
47,2007,5,18,11,21,13
47,2007,5,19,8,11,14
47,2007,5,24,5,15,15
47,2007,5,15,7,9,16
47,2007,5,22,11,22,17
47,2007,5,11,8,17,18
47,2007,5,20,5,18,19
47,2007,5,29,12,20,20
47,2007,5,16,12,19,21
47,2007,5,17,9,12,22
48,2007,14,4,1,1,1
48,2007,14,1,1,2,2
48,2007,14,8,6,5,3
48,2007,14,2,2,4,4
48,2007,14,9,2,6,5
48,2007,14,3,3,8,6
48,2007,14,5,4,7,7
48,2007,14,18,11,10,8
48,2007,14,17,9,11,9
48,2007,14,22,11,12,10
48,2007,14,15,7,9,11
48,2007,14,21,4,15,12
48,2007,14,25,3,13,13
48,2007,14,19,8,14,14
48,2007,14,23,7,18,15
48,2007,14,11,8,17,16
48,2007,14,24,5,19,17
48,2007,14,20,5,16,18
48,2007,14,16,12,21,19
48,2007,14,29,12,22,20
48,2007,14,13,6,3,21
48,2007,14,14,9,20,22
49,2007,13,8,6,1,1
49,2007,13,13,6,2,2
49,2007,13,4,1,3,3
49,2007,13,1,1,4,4
49,2007,13,2,2,6,5
49,2007,13,3,3,5,6
49,2007,13,17,9,7,7
49,2007,13,5,4,9,8
49,2007,13,9,2,14,9
49,2007,13,23,7,10,10
49,2007,13,15,7,8,11
49,2007,13,24,5,13,12
49,2007,13,22,11,17,13
49,2007,13,16,12,19,14
49,2007,13,11,8,18,15
49,2007,13,19,8,20,16
49,2007,13,29,12,21,17
49,2007,13,18,11,12,18
49,2007,13,25,3,15,19
49,2007,13,14,9,11,20
49,2007,13,20,5,16,21
49,2007,13,21,4,22,22
50,2007,16,1,1,1,1
50,2007,16,5,4,11,2
50,2007,16,8,6,3,3
50,2007,16,14,9,12,4
50,2007,16,21,4,10,5
50,2007,16,13,6,4,6
50,2007,16,9,2,9,7
50,2007,16,16,12,20,8
50,2007,16,24,5,14,9
50,2007,16,22,11,17,10
50,2007,16,18,11,6,11
50,2007,16,29,12,22,12
50,2007,16,15,7,13,13
50,2007,16,2,2,5,14
50,2007,16,11,8,21,15
50,2007,16,23,7,15,16
50,2007,16,19,8,19,17
50,2007,16,3,3,16,18
50,2007,16,20,5,8,19
50,2007,16,17,9,7,20
50,2007,16,4,1,2,21
50,2007,16,25,3,18,22
51,2007,17,8,6,2,1
51,2007,17,4,1,4,2
51,2007,17,13,6,3,3
51,2007,17,20,5,17,4
51,2007,17,18,11,10,5
51,2007,17,24,5,11,6
51,2007,17,2,2,8,7
51,2007,17,14,9,5,8
51,2007,17,5,4,13,9
51,2007,17,17,9,7,10
51,2007,17,21,4,18,11
51,2007,17,25,3,19,12
51,2007,17,15,7,12,13
51,2007,17,11,8,20,14
51,2007,17,22,11,16,15
51,2007,17,3,3,15,16
51,2007,17,29,12,22,17
51,2007,17,9,2,9,18
51,2007,17,1,1,1,19
51,2007,17,23,7,6,20
51,2007,17,16,12,21,21
51,2007,17,19,8,14,22
52,2007,18,8,6,3,1
52,2007,18,13,6,1,2
52,2007,18,4,1,4,3
52,2007,18,3,3,10,4
52,2007,18,9,2,7,5
52,2007,18,2,2,6,6
52,2007,18,1,1,2,7
52,2007,18,15,7,8,8
52,2007,18,14,9,9,9
52,2007,18,6,3,19,10
52,2007,18,23,7,15,11
52,2007,18,11,8,18,12
52,2007,18,24,5,14,13
52,2007,18,19,8,20,14
52,2007,18,16,12,21,15
52,2007,18,22,11,11,16
52,2007,18,5,4,17,17
52,2007,18,20,5,13,18
52,2007,18,18,11,16,19
52,2007,18,17,9,5,20
52,2007,18,29,12,22,21
52,2007,18,21,4,12,22
53,2006,3,4,4,4,1
53,2006,3,30,6,1,2
53,2006,3,8,1,22,3
53,2006,3,18,11,3,4
53,2006,3,31,1,5,5
53,2006,3,17,3,7,6
53,2006,3,3,3,12,7
53,2006,3,32,9,8,8
53,2006,3,13,6,2,9
53,2006,3,14,9,13,10
53,2006,3,24,5,15,11
53,2006,3,2,2,10,12
53,2006,3,26,5,16,13
53,2006,3,23,7,17,14
53,2006,3,22,11,6,15
53,2006,3,15,7,14,16
53,2006,3,33,13,19,17
53,2006,3,11,8,20,18
53,2006,3,34,8,21,19
53,2006,3,35,2,11,20
53,2006,3,21,4,9,21
53,2006,3,27,13,18,22
54,2006,2,21,4,1,1
54,2006,2,4,4,7,2
54,2006,2,18,11,2,3
54,2006,2,31,1,5,4
54,2006,2,13,6,21,5
54,2006,2,30,6,14,6
54,2006,2,35,2,10,7
54,2006,2,23,7,22,8
54,2006,2,15,7,9,9
54,2006,2,22,11,20,10
54,2006,2,24,5,13,11
54,2006,2,27,13,15,12
54,2006,2,33,13,16,13
54,2006,2,11,8,17,14
54,2006,2,2,2,11,15
54,2006,2,26,5,12,16
54,2006,2,34,8,18,17
54,2006,2,32,9,8,18
54,2006,2,17,3,4,19
54,2006,2,14,9,19,20
54,2006,2,3,3,3,21
54,2006,2,8,1,6,22
55,2006,1,4,4,3,1
55,2006,1,8,1,4,2
55,2006,1,23,7,6,3
55,2006,1,2,2,8,4
55,2006,1,21,4,2,5
55,2006,1,35,2,19,6
55,2006,1,22,11,16,7
55,2006,1,14,9,11,8
55,2006,1,26,5,18,9
55,2006,1,18,11,1,10
55,2006,1,27,13,17,11
55,2006,1,11,8,21,12
55,2006,1,34,8,22,13
55,2006,1,31,1,5,14
55,2006,1,33,13,20,15
55,2006,1,24,5,12,16
55,2006,1,30,6,10,17
55,2006,1,17,3,7,18
55,2006,1,32,9,13,19
55,2006,1,15,7,9,20
55,2006,1,3,3,14,21
55,2006,1,13,6,15,22
56,2006,21,30,6,1,1
56,2006,21,4,4,5,2
56,2006,21,31,1,7,3
56,2006,21,13,6,4,4
56,2006,21,8,1,8,5
56,2006,21,17,3,10,6
56,2006,21,18,11,2,7
56,2006,21,21,4,11,8
56,2006,21,23,7,6,9
56,2006,21,22,11,3,10
56,2006,21,3,3,13,11
56,2006,21,35,2,12,12
56,2006,21,2,2,15,13
56,2006,21,24,5,16,14
56,2006,21,26,5,18,15
56,2006,21,33,13,19,16
56,2006,21,14,9,14,17
56,2006,21,11,8,21,18
56,2006,21,32,9,17,19
56,2006,21,34,8,22,20
56,2006,21,15,7,9,21
56,2006,21,27,13,20,22
57,2006,20,30,6,2,1
57,2006,20,4,4,1,2
57,2006,20,13,6,3,3
57,2006,20,8,1,5,4
57,2006,20,22,11,4,5
57,2006,20,21,4,11,6
57,2006,20,3,3,22,7
57,2006,20,35,2,9,8
57,2006,20,15,7,7,9
57,2006,20,2,2,13,10
57,2006,20,26,5,17,11
57,2006,20,33,13,18,12
57,2006,20,27,13,16,13
57,2006,20,23,7,10,14
57,2006,20,31,1,8,15
57,2006,20,11,8,20,16
57,2006,20,36,8,21,17
57,2006,20,18,11,6,18
57,2006,20,32,9,15,19
57,2006,20,17,3,19,20
57,2006,20,14,9,12,21
57,2006,20,24,5,14,22
58,2006,4,4,4,1,1
58,2006,4,30,6,3,2
58,2006,4,21,4,2,3
58,2006,4,13,6,4,4
58,2006,4,8,1,9,5
58,2006,4,18,11,8,6
58,2006,4,22,11,5,7
58,2006,4,2,2,10,8
58,2006,4,17,3,11,9
58,2006,4,15,7,7,10
58,2006,4,3,3,13,11
58,2006,4,35,2,22,12
58,2006,4,32,9,14,13
58,2006,4,14,9,21,14
58,2006,4,24,5,15,15
58,2006,4,33,13,17,16
58,2006,4,11,8,19,17
58,2006,4,27,13,18,18
58,2006,4,26,5,16,19
58,2006,4,23,7,6,20
58,2006,4,31,1,12,21
58,2006,4,36,8,20,22
59,2006,6,4,4,1,1
59,2006,6,31,1,4,2
59,2006,6,14,9,7,3
59,2006,6,22,11,5,4
59,2006,6,30,6,22,5
59,2006,6,21,4,9,6
59,2006,6,2,2,15,7
59,2006,6,23,7,10,8
59,2006,6,13,6,21,9
59,2006,6,24,5,12,10
59,2006,6,18,11,13,11
59,2006,6,27,13,16,12
59,2006,6,26,5,18,13
59,2006,6,35,2,14,14
59,2006,6,33,13,17,15
59,2006,6,36,8,20,16
59,2006,6,15,7,6,17
59,2006,6,32,9,11,18
59,2006,6,3,3,8,19
59,2006,6,8,1,3,20
59,2006,6,17,3,2,21
59,2006,6,11,8,19,22
60,2006,9,4,4,1,1
60,2006,9,30,6,3,2
60,2006,9,8,1,2,3
60,2006,9,21,4,5,4
60,2006,9,13,6,4,5
60,2006,9,31,1,8,6
60,2006,9,2,2,9,7
60,2006,9,35,2,10,8
60,2006,9,3,3,12,9
60,2006,9,22,11,6,10
60,2006,9,15,7,22,11
60,2006,9,14,9,11,12
60,2006,9,24,5,13,13
60,2006,9,32,9,14,14
60,2006,9,27,13,18,15
60,2006,9,33,13,16,16
60,2006,9,11,8,20,17
60,2006,9,36,8,21,18
60,2006,9,18,11,19,19
60,2006,9,26,5,15,20
60,2006,9,23,7,7,21
60,2006,9,17,3,17,22
61,2006,7,4,4,1,1
61,2006,7,30,6,5,2
61,2006,7,8,1,3,3
61,2006,7,21,4,2,4
61,2006,7,13,6,10,5
61,2006,7,15,7,4,6
61,2006,7,2,2,13,7
61,2006,7,14,9,22,8
61,2006,7,18,11,8,9
61,2006,7,26,5,17,10
61,2006,7,32,9,12,11
61,2006,7,17,3,16,12
61,2006,7,24,5,15,13
